Model,DPO2012
Firmware Version,1.56

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,1e-05,
Sample Interval,1e-09,
Filter Frequency,1e+08,
Record Length,100000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,10,10
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,1,1
Label,PPS board#1,PPS board#2
TIME,CH1,CH2
-4.78244e-05,0.08,0.06
-4.78234e-05,0.08,0.02
-4.78224e-05,0.08,0.02
-4.78214e-05,0.08,0.02
-4.78204e-05,0.04,-0.02
-4.78194e-05,0.04,-0.02
-4.78184e-05,0.04,0.02
-4.78174e-05,0.04,0.02
-4.78164e-05,0.04,0.06
-4.78154e-05,0.08,0.06
-4.78144e-05,0.08,0.06
-4.78134e-05,0.12,0.06
-4.78124e-05,0.08,0.06
-4.78114e-05,0.12,0.06
-4.78104e-05,0.08,0.02
-4.78094e-05,0.08,-0.02
-4.78084e-05,0.04,0.02
-4.78074e-05,0.08,0.02
-4.78064e-05,0.04,0.06
-4.78054e-05,0.08,0.06
-4.78044e-05,0.04,0.1
-4.78034e-05,0.08,0.06
-4.78024e-05,0.08,0.1
-4.78014e-05,0.08,0.06
-4.78004e-05,0.08,0.02
-4.77994e-05,0.08,-0.02
-4.77984e-05,0.04,-0.02
-4.77974e-05,0.04,-0.02
-4.77964e-05,0.04,0.02
-4.77954e-05,0.04,0.02
-4.77944e-05,0.04,0.06
-4.77934e-05,0.08,0.1
-4.77924e-05,0.08,0.1
-4.77914e-05,0.08,0.06
-4.77904e-05,0.08,0.02
-4.77894e-05,0.08,0.02
-4.77884e-05,0.04,-0.02
-4.77874e-05,0.04,-0.02
-4.77864e-05,0.04,-0.02
-4.77854e-05,0.08,0.02
-4.77844e-05,0.04,0.02
-4.77834e-05,0.08,0.06
-4.77824e-05,0.08,0.1
-4.77814e-05,0.08,0.06
-4.77804e-05,0.08,0.06
-4.77794e-05,0.08,0.02
-4.77784e-05,0.04,-0.02
-4.77774e-05,0.04,-0.02
-4.77764e-05,0.04,0.02
-4.77754e-05,0.08,0.02
-4.77744e-05,0.08,0.06
-4.77734e-05,0.08,0.02
-4.77724e-05,0.08,0.1
-4.77714e-05,0.08,0.02
-4.77704e-05,0.08,0.02
-4.77694e-05,0.08,0.02
-4.77684e-05,0.08,0.02
-4.77674e-05,0.08,0.02
-4.77664e-05,0.04,0.02
-4.77654e-05,0.08,0.06
-4.77644e-05,0.04,0.06
-4.77634e-05,0.04,0.06
-4.77624e-05,0.04,0.06
-4.77614e-05,0.08,0.02
-4.77604e-05,0.04,0.02
-4.77594e-05,0.08,-0.02
-4.77584e-05,0.04,0.02
-4.77574e-05,0.08,0.06
-4.77564e-05,0.04,0.06
-4.77554e-05,0.08,0.06
-4.77544e-05,0.08,0.06
-4.77534e-05,0.08,0.02
-4.77524e-05,0.04,0.02
-4.77514e-05,0.08,-0.02
-4.77504e-05,0.04,-0.02
-4.77494e-05,0.08,-0.02
-4.77484e-05,0.04,0.02
-4.77474e-05,0.08,0.06
-4.77464e-05,0.08,0.1
-4.77454e-05,0.08,0.1
-4.77444e-05,0.08,0.1
-4.77434e-05,0.08,0.06
-4.77424e-05,0.04,0.02
-4.77414e-05,0.04,-0.02
-4.77404e-05,0,-0.02
-4.77394e-05,0.04,-0.02
-4.77384e-05,0.04,0.02
-4.77374e-05,0.08,0.06
-4.77364e-05,0.04,0.1
-4.77354e-05,0.08,0.1
-4.77344e-05,0.08,0.1
-4.77334e-05,0.08,0.06
-4.77324e-05,0.04,-0.02
-4.77314e-05,0.08,-0.02
-4.77304e-05,0.04,-0.02
-4.77294e-05,0.04,-0.02
-4.77284e-05,0.04,0.02
-4.77274e-05,0.04,0.02
-4.77264e-05,0.04,0.06
-4.77254e-05,0.08,0.1
-4.77244e-05,0.08,0.1
-4.77234e-05,0.08,0.06
-4.77224e-05,0.08,0.02
-4.77214e-05,0.08,0.02
-4.77204e-05,0.04,-0.02
-4.77194e-05,0.04,-0.02
-4.77184e-05,0.04,0.02
-4.77174e-05,0.04,0.02
-4.77164e-05,0.04,0.06
-4.77154e-05,0.08,0.06
-4.77144e-05,0.08,0.1
-4.77134e-05,0.08,0.06
-4.77124e-05,0.08,0.06
-4.77114e-05,0.08,0.02
-4.77104e-05,0.08,0.02
-4.77094e-05,0.04,-0.02
-4.77084e-05,0.04,-0.02
-4.77074e-05,0.08,-0.02
-4.77064e-05,0.04,0.02
-4.77054e-05,0.08,0.06
-4.77044e-05,0.08,0.06
-4.77034e-05,0.08,0.06
-4.77024e-05,0.08,0.06
-4.77014e-05,0.08,0.02
-4.77004e-05,0.04,0.02
-4.76994e-05,0.08,0.02
-4.76984e-05,0.04,-0.02
-4.76974e-05,0.04,-0.02
-4.76964e-05,0.04,-0.02
-4.76954e-05,0.08,0.02
-4.76944e-05,0.08,0.02
-4.76934e-05,0.08,0.06
-4.76924e-05,0.04,0.06
-4.76914e-05,0.08,0.06
-4.76904e-05,0.08,0.06
-4.76894e-05,0.08,0.06
-4.76884e-05,0.04,0.02
-4.76874e-05,0.08,0.02
-4.76864e-05,0.04,0.02
-4.76854e-05,0.08,0.02
-4.76844e-05,0.04,0.06
-4.76834e-05,0.08,0.06
-4.76824e-05,0.08,0.06
-4.76814e-05,0.08,0.06
-4.76804e-05,0.08,0.06
-4.76794e-05,0.08,0.06
-4.76784e-05,0.08,0.06
-4.76774e-05,0.12,0.02
-4.76764e-05,0.08,-0.02
-4.76754e-05,0.08,-0.02
-4.76744e-05,0.04,-0.02
-4.76734e-05,0.04,0.02
-4.76724e-05,0.04,0.02
-4.76714e-05,0.04,0.02
-4.76704e-05,0.04,0.06
-4.76694e-05,0.04,0.06
-4.76684e-05,0.04,0.06
-4.76674e-05,0.08,0.02
-4.76664e-05,0.08,0.02
-4.76654e-05,0.08,0.02
-4.76644e-05,0.08,0.02
-4.76634e-05,0.04,0.02
-4.76624e-05,0.04,0.02
-4.76614e-05,0.04,0.02
-4.76604e-05,0.04,0.06
-4.76594e-05,0.04,0.06
-4.76584e-05,0.04,0.06
-4.76574e-05,0.08,0.06
-4.76564e-05,0.08,0.06
-4.76554e-05,0.08,0.02
-4.76544e-05,0.08,0.02
-4.76534e-05,0.08,-0.02
-4.76524e-05,0.04,-0.02
-4.76514e-05,0.04,-0.02
-4.76504e-05,0.04,-0.02
-4.76494e-05,0.08,-0.02
-4.76484e-05,0.08,0.02
-4.76474e-05,0.08,0.06
-4.76464e-05,0.08,0.06
-4.76454e-05,0.08,0.06
-4.76444e-05,0.08,0.06
-4.76434e-05,0.08,0.02
-4.76424e-05,0.04,-0.02
-4.76414e-05,0.04,-0.02
-4.76404e-05,0.04,0.02
-4.76394e-05,0.04,0.02
-4.76384e-05,0.08,0.06
-4.76374e-05,0.04,0.06
-4.76364e-05,0.08,0.1
-4.76354e-05,0.12,0.1
-4.76344e-05,0.08,0.06
-4.76334e-05,0.08,0.02
-4.76324e-05,0.04,-0.02
-4.76314e-05,0.04,-0.02
-4.76304e-05,0.04,-0.02
-4.76294e-05,0.04,-0.02
-4.76284e-05,0.04,0.02
-4.76274e-05,0.08,0.02
-4.76264e-05,0.08,0.06
-4.76254e-05,0.08,0.06
-4.76244e-05,0.08,0.1
-4.76234e-05,0.08,0.06
-4.76224e-05,0.04,0.02
-4.76214e-05,0.04,-0.02
-4.76204e-05,0.04,-0.02
-4.76194e-05,0.04,-0.02
-4.76184e-05,0.04,0.02
-4.76174e-05,0.08,0.06
-4.76164e-05,0.08,0.06
-4.76154e-05,0.08,0.06
-4.76144e-05,0.04,0.06
-4.76134e-05,0.08,0.02
-4.76124e-05,0.04,0.02
-4.76114e-05,0.08,0.02
-4.76104e-05,0.08,-0.02
-4.76094e-05,0.08,-0.02
-4.76084e-05,0.04,0.02
-4.76074e-05,0.04,0.02
-4.76064e-05,0.04,0.06
-4.76054e-05,0.08,0.06
-4.76044e-05,0.04,0.06
-4.76034e-05,0.04,0.02
-4.76024e-05,0.04,0.02
-4.76014e-05,0.04,-0.02
-4.76004e-05,0.08,0.02
-4.75994e-05,0.08,-0.02
-4.75984e-05,0.04,0.06
-4.75974e-05,0.08,0.02
-4.75964e-05,0.08,0.06
-4.75954e-05,0.08,0.02
-4.75944e-05,0.04,0.02
-4.75934e-05,0.04,0.02
-4.75924e-05,0.04,0.02
-4.75914e-05,0.08,0.02
-4.75904e-05,0.04,0.02
-4.75894e-05,0.08,0.02
-4.75884e-05,0.08,0.02
-4.75874e-05,0.04,0.02
-4.75864e-05,0.04,0.02
-4.75854e-05,0.04,0.02
-4.75844e-05,0.04,0.02
-4.75834e-05,0.04,0.02
-4.75824e-05,0.04,0.02
-4.75814e-05,0.08,0.02
-4.75804e-05,0.08,0.02
-4.75794e-05,0.12,0.02
-4.75784e-05,0.08,0.06
-4.75774e-05,0.08,0.02
-4.75764e-05,0.04,0.02
-4.75754e-05,0.08,0.02
-4.75744e-05,0.04,0.02
-4.75734e-05,0.04,0.02
-4.75724e-05,0.04,0.06
-4.75714e-05,0.04,0.06
-4.75704e-05,0.04,0.06
-4.75694e-05,0.08,0.02
-4.75684e-05,0.08,0.06
-4.75674e-05,0.08,0.02
-4.75664e-05,0.08,0.06
-4.75654e-05,0.08,0.02
-4.75644e-05,0.08,0.02
-4.75634e-05,0.08,0.02
-4.75624e-05,0.08,0.02
-4.75614e-05,0.04,0.02
-4.75604e-05,0.04,0.06
-4.75594e-05,0.08,0.02
-4.75584e-05,0.08,0.06
-4.75574e-05,0.08,0.02
-4.75564e-05,0.04,0.02
-4.75554e-05,0.04,0.02
-4.75544e-05,0.08,0.02
-4.75534e-05,0.08,0.02
-4.75524e-05,0.08,0.02
-4.75514e-05,0.08,0.02
-4.75504e-05,0.08,0.02
-4.75494e-05,0.08,0.02
-4.75484e-05,0.04,0.02
-4.75474e-05,0.04,0.02
-4.75464e-05,0.08,0.06
-4.75454e-05,0.08,0.06
-4.75444e-05,0.08,0.06
-4.75434e-05,0.08,0.06
-4.75424e-05,0.04,0.02
-4.75414e-05,0.08,0.02
-4.75404e-05,0.04,-0.02
-4.75394e-05,0.04,-0.02
-4.75384e-05,0.08,0.02
-4.75374e-05,0.08,0.02
-4.75364e-05,0.08,0.1
-4.75354e-05,0.08,0.06
-4.75344e-05,0.08,0.1
-4.75334e-05,0.08,0.06
-4.75324e-05,0.04,0.02
-4.75314e-05,0.08,0.02
-4.75304e-05,0.04,-0.02
-4.75294e-05,0.08,0.02
-4.75284e-05,0.04,0.02
-4.75274e-05,0.08,0.02
-4.75264e-05,0.04,0.1
-4.75254e-05,0.08,0.1
-4.75244e-05,0.08,0.1
-4.75234e-05,0.12,0.1
-4.75224e-05,0.08,0.06
-4.75214e-05,0.04,-0.02
-4.75204e-05,0.04,-0.06
-4.75194e-05,0.04,-0.06
-4.75184e-05,0.04,-0.02
-4.75174e-05,0.04,0.02
-4.75164e-05,0.04,0.06
-4.75154e-05,0.08,0.1
-4.75144e-05,0.08,0.1
-4.75134e-05,0.08,0.1
-4.75124e-05,0.04,0.02
-4.75114e-05,0.04,-0.02
-4.75104e-05,0.04,-0.06
-4.75094e-05,0.04,-0.06
-4.75084e-05,0.04,-0.02
-4.75074e-05,0.04,0.02
-4.75064e-05,0.04,0.06
-4.75054e-05,0.08,0.06
-4.75044e-05,0.08,0.1
-4.75034e-05,0.12,0.06
-4.75024e-05,0.08,0.02
-4.75014e-05,0.08,-0.02
-4.75004e-05,0.04,-0.02
-4.74994e-05,0.04,-0.02
-4.74984e-05,0.04,0.02
-4.74974e-05,0.08,0.06
-4.74964e-05,0.08,0.06
-4.74954e-05,0.08,0.1
-4.74944e-05,0.08,0.06
-4.74934e-05,0.08,0.02
-4.74924e-05,0.08,0.02
-4.74914e-05,0.08,0.02
-4.74904e-05,0.04,0.02
-4.74894e-05,0.04,0.02
-4.74884e-05,0.04,0.06
-4.74874e-05,0.08,0.06
-4.74864e-05,0.08,0.06
-4.74854e-05,0.08,0.06
-4.74844e-05,0.08,0.06
-4.74834e-05,0.08,0.02
-4.74824e-05,0.04,0.02
-4.74814e-05,0.04,0.02
-4.74804e-05,0.04,0.02
-4.74794e-05,0.04,0.02
-4.74784e-05,0.08,0.06
-4.74774e-05,0.08,0.06
-4.74764e-05,0.08,0.1
-4.74754e-05,0.08,0.06
-4.74744e-05,0.04,0.02
-4.74734e-05,0.04,-0.02
-4.74724e-05,0.04,-0.02
-4.74714e-05,0.04,0.02
-4.74704e-05,0.04,0.02
-4.74694e-05,0.08,0.06
-4.74684e-05,0.08,0.06
-4.74674e-05,0.08,0.06
-4.74664e-05,0.08,0.06
-4.74654e-05,0.08,0.02
-4.74644e-05,0.04,0.02
-4.74634e-05,0.04,-0.02
-4.74624e-05,0.04,-0.02
-4.74614e-05,0.04,0.02
-4.74604e-05,0.04,0.02
-4.74594e-05,0.08,0.06
-4.74584e-05,0.08,0.1
-4.74574e-05,0.12,0.06
-4.74564e-05,0.08,0.06
-4.74554e-05,0.08,0.02
-4.74544e-05,0.04,0.02
-4.74534e-05,0.04,-0.02
-4.74524e-05,0.04,0.02
-4.74514e-05,0.04,0.02
-4.74504e-05,0.04,0.06
-4.74494e-05,0.12,0.06
-4.74484e-05,0.08,0.06
-4.74474e-05,0.08,0.06
-4.74464e-05,0.08,0.06
-4.74454e-05,0.08,0.02
-4.74444e-05,0.04,-0.02
-4.74434e-05,0.04,0.02
-4.74424e-05,0.04,0.06
-4.74414e-05,0.08,0.06
-4.74404e-05,0.08,0.1
-4.74394e-05,0.08,0.06
-4.74384e-05,0.08,0.06
-4.74374e-05,0.08,0.06
-4.74364e-05,0.08,0.02
-4.74354e-05,0.08,0.02
-4.74344e-05,0.04,0.02
-4.74334e-05,0.04,0.02
-4.74324e-05,0.04,0.02
-4.74314e-05,0.08,0.02
-4.74304e-05,0.08,0.06
-4.74294e-05,0.12,0.06
-4.74284e-05,0.08,0.06
-4.74274e-05,0.08,0.02
-4.74264e-05,0.08,0.02
-4.74254e-05,0.08,0.02
-4.74244e-05,0.04,0.02
-4.74234e-05,0.04,0.02
-4.74224e-05,0.04,0.06
-4.74214e-05,0.08,0.06
-4.74204e-05,0.04,0.1
-4.74194e-05,0.08,0.06
-4.74184e-05,0.08,0.06
-4.74174e-05,0.08,0.02
-4.74164e-05,0.08,0.02
-4.74154e-05,0.08,-0.02
-4.74144e-05,0.04,0.02
-4.74134e-05,0.04,0.02
-4.74124e-05,0.04,0.02
-4.74114e-05,0.04,0.02
-4.74104e-05,0.04,0.06
-4.74094e-05,0.08,0.06
-4.74084e-05,0.08,0.06
-4.74074e-05,0.08,0.06
-4.74064e-05,0.08,0.02
-4.74054e-05,0.08,0.02
-4.74044e-05,0.08,0.02
-4.74034e-05,0.08,0.02
-4.74024e-05,0.04,0.02
-4.74014e-05,0.08,0.02
-4.74004e-05,0.04,0.02
-4.73994e-05,0.08,0.02
-4.73984e-05,0.04,0.06
-4.73974e-05,0.08,0.06
-4.73964e-05,0.08,0.06
-4.73954e-05,0.08,0.06
-4.73944e-05,0.08,0.02
-4.73934e-05,0.08,0.02
-4.73924e-05,0.04,-0.02
-4.73914e-05,0.08,-0.02
-4.73904e-05,0.04,-0.02
-4.73894e-05,0.08,0.02
-4.73884e-05,0.08,0.02
-4.73874e-05,0.08,0.06
-4.73864e-05,0.08,0.06
-4.73854e-05,0.12,0.06
-4.73844e-05,0.08,0.06
-4.73834e-05,0.08,0.02
-4.73824e-05,0.04,-0.02
-4.73814e-05,0.08,-0.02
-4.73804e-05,0.04,-0.02
-4.73794e-05,0.08,0.02
-4.73784e-05,0.04,0.06
-4.73774e-05,0.08,0.06
-4.73764e-05,0.08,0.1
-4.73754e-05,0.12,0.1
-4.73744e-05,0.08,0.1
-4.73734e-05,0.08,0.02
-4.73724e-05,0.08,-0.02
-4.73714e-05,0.08,-0.02
-4.73704e-05,0.04,-0.06
-4.73694e-05,0.04,-0.02
-4.73684e-05,0.04,0.02
-4.73674e-05,0.04,0.06
-4.73664e-05,0.08,0.1
-4.73654e-05,0.08,0.1
-4.73644e-05,0.08,0.06
-4.73634e-05,0.08,0.02
-4.73624e-05,0.08,-0.02
-4.73614e-05,0.08,-0.06
-4.73604e-05,0.08,-0.06
-4.73594e-05,0.08,-0.02
-4.73584e-05,0.08,0.02
-4.73574e-05,0.08,0.1
-4.73564e-05,0.08,0.1
-4.73554e-05,0.08,0.1
-4.73544e-05,0.08,0.1
-4.73534e-05,0.08,0.06
-4.73524e-05,0.08,0.02
-4.73514e-05,0.08,-0.06
-4.73504e-05,0.04,-0.06
-4.73494e-05,0.08,-0.02
-4.73484e-05,0.04,0.02
-4.73474e-05,0.04,0.06
-4.73464e-05,0.04,0.06
-4.73454e-05,0.08,0.1
-4.73444e-05,0.08,0.1
-4.73434e-05,0.08,0.06
-4.73424e-05,0.08,0.06
-4.73414e-05,0.08,0.02
-4.73404e-05,0.08,0.02
-4.73394e-05,0.04,-0.02
-4.73384e-05,0.08,0.02
-4.73374e-05,0.08,0.02
-4.73364e-05,0.08,0.02
-4.73354e-05,0.08,0.02
-4.73344e-05,0.08,0.06
-4.73334e-05,0.08,0.02
-4.73324e-05,0.08,0.02
-4.73314e-05,0.08,0.02
-4.73304e-05,0.08,0.02
-4.73294e-05,0.08,0.02
-4.73284e-05,0.08,0.02
-4.73274e-05,0.08,0.02
-4.73264e-05,0.08,0.02
-4.73254e-05,0.08,0.02
-4.73244e-05,0.08,0.02
-4.73234e-05,0.08,0.02
-4.73224e-05,0.04,0.06
-4.73214e-05,0.08,0.02
-4.73204e-05,0.08,0.06
-4.73194e-05,0.08,0.06
-4.73184e-05,0.08,0.06
-4.73174e-05,0.08,0.06
-4.73164e-05,0.08,0.02
-4.73154e-05,0.08,0.02
-4.73144e-05,0.08,-0.02
-4.73134e-05,0.08,0.02
-4.73124e-05,0.08,0.02
-4.73114e-05,0.08,0.06
-4.73104e-05,0.08,0.06
-4.73094e-05,0.08,0.06
-4.73084e-05,0.08,0.06
-4.73074e-05,0.08,0.06
-4.73064e-05,0.08,0.06
-4.73054e-05,0.08,0.02
-4.73044e-05,0.08,-0.02
-4.73034e-05,0.08,-0.02
-4.73024e-05,0.04,0.02
-4.73014e-05,0.04,0.02
-4.73004e-05,0.04,0.06
-4.72994e-05,0.08,0.1
-4.72984e-05,0.08,0.1
-4.72974e-05,0.08,0.06
-4.72964e-05,0.08,0.02
-4.72954e-05,0.08,-0.02
-4.72944e-05,0.04,-0.02
-4.72934e-05,0.08,-0.02
-4.72924e-05,0.04,0.02
-4.72914e-05,0.04,0.02
-4.72904e-05,0.04,0.06
-4.72894e-05,0.08,0.1
-4.72884e-05,0.08,0.1
-4.72874e-05,0.12,0.06
-4.72864e-05,0.08,0.06
-4.72854e-05,0.08,0.02
-4.72844e-05,0.04,-0.02
-4.72834e-05,0.04,-0.02
-4.72824e-05,0.04,0.02
-4.72814e-05,0.04,0.02
-4.72804e-05,0,0.02
-4.72794e-05,0.04,0.06
-4.72784e-05,0.04,0.1
-4.72774e-05,0.08,0.1
-4.72764e-05,0.08,0.1
-4.72754e-05,0.08,0.06
-4.72744e-05,0.08,0.02
-4.72734e-05,0.08,-0.02
-4.72724e-05,0.04,-0.02
-4.72714e-05,0.04,-0.02
-4.72704e-05,0.04,0.02
-4.72694e-05,0.04,0.02
-4.72684e-05,0.04,0.06
-4.72674e-05,0.08,0.06
-4.72664e-05,0.04,0.06
-4.72654e-05,0.08,0.06
-4.72644e-05,0.04,0.02
-4.72634e-05,0.08,-0.02
-4.72624e-05,0.04,-0.02
-4.72614e-05,0.04,-0.02
-4.72604e-05,0.04,0.02
-4.72594e-05,0.08,0.02
-4.72584e-05,0.04,0.06
-4.72574e-05,0.08,0.06
-4.72564e-05,0.08,0.06
-4.72554e-05,0.08,0.02
-4.72544e-05,0.04,0.02
-4.72534e-05,0.08,0.02
-4.72524e-05,0.04,0.02
-4.72514e-05,0.08,0.02
-4.72504e-05,0.08,0.02
-4.72494e-05,0.08,0.06
-4.72484e-05,0.08,0.06
-4.72474e-05,0.08,0.06
-4.72464e-05,0.08,0.1
-4.72454e-05,0.08,0.06
-4.72444e-05,0.04,0.02
-4.72434e-05,0.08,0.02
-4.72424e-05,0.04,0.02
-4.72414e-05,0.08,0.02
-4.72404e-05,0.08,0.02
-4.72394e-05,0.08,0.02
-4.72384e-05,0.08,0.02
-4.72374e-05,0.08,0.02
-4.72364e-05,0.08,0.06
-4.72354e-05,0.08,0.02
-4.72344e-05,0.04,0.02
-4.72334e-05,0.08,0.02
-4.72324e-05,0.04,0.02
-4.72314e-05,0.04,0.02
-4.72304e-05,0.04,0.06
-4.72294e-05,0.08,0.06
-4.72284e-05,0.08,0.06
-4.72274e-05,0.08,0.02
-4.72264e-05,0.08,0.02
-4.72254e-05,0.04,-0.02
-4.72244e-05,0.04,-0.02
-4.72234e-05,0.04,-0.02
-4.72224e-05,0.04,0.02
-4.72214e-05,0.04,0.02
-4.72204e-05,0.08,0.06
-4.72194e-05,0.12,0.1
-4.72184e-05,0.12,0.06
-4.72174e-05,0.08,0.06
-4.72164e-05,0.04,0.02
-4.72154e-05,0.04,-0.02
-4.72144e-05,0.04,-0.02
-4.72134e-05,0.04,-0.02
-4.72124e-05,0,0.06
-4.72114e-05,0.04,0.1
-4.72104e-05,0.08,0.1
-4.72094e-05,0.08,0.1
-4.72084e-05,0.08,0.1
-4.72074e-05,0.12,0.06
-4.72064e-05,0.08,0.02
-4.72054e-05,0.08,-0.02
-4.72044e-05,0,-0.06
-4.72034e-05,0.04,-0.02
-4.72024e-05,0,-0.02
-4.72014e-05,0.04,0.06
-4.72004e-05,0.04,0.1
-4.71994e-05,0.08,0.1
-4.71984e-05,0.08,0.1
-4.71974e-05,0.08,0.06
-4.71964e-05,0.08,0.02
-4.71954e-05,0.04,-0.02
-4.71944e-05,0,-0.06
-4.71934e-05,0.04,-0.06
-4.71924e-05,0.04,-0.02
-4.71914e-05,0.04,0.02
-4.71904e-05,0.04,0.06
-4.71894e-05,0.08,0.06
-4.71884e-05,0.04,0.1
-4.71874e-05,0.08,0.06
-4.71864e-05,0.08,0.02
-4.71854e-05,0.08,0.02
-4.71844e-05,0.04,-0.02
-4.71834e-05,0.04,-0.02
-4.71824e-05,0,-0.02
-4.71814e-05,0.04,0.02
-4.71804e-05,0.04,0.06
-4.71794e-05,0.04,0.06
-4.71784e-05,0.08,0.1
-4.71774e-05,0.08,0.06
-4.71764e-05,0.04,0.06
-4.71754e-05,0.08,0.02
-4.71744e-05,0.04,0.02
-4.71734e-05,0.04,0.02
-4.71724e-05,0.04,0.02
-4.71714e-05,0.04,0.02
-4.71704e-05,0.04,0.06
-4.71694e-05,0.08,0.02
-4.71684e-05,0.04,0.02
-4.71674e-05,0.08,0.02
-4.71664e-05,0.04,0.06
-4.71654e-05,0.08,0.06
-4.71644e-05,0.04,0.02
-4.71634e-05,0.08,0.06
-4.71624e-05,0.08,0.02
-4.71614e-05,0.08,0.02
-4.71604e-05,0.04,0.02
-4.71594e-05,0.08,0.02
-4.71584e-05,0.04,0.02
-4.71574e-05,0.08,0.02
-4.71564e-05,0.04,0.02
-4.71554e-05,0.04,0.06
-4.71544e-05,0.04,0.06
-4.71534e-05,0.04,0.06
-4.71524e-05,0.04,0.06
-4.71514e-05,0.08,0.02
-4.71504e-05,0.04,0.02
-4.71494e-05,0.08,0.02
-4.71484e-05,0.04,0.02
-4.71474e-05,0.04,0.02
-4.71464e-05,0.04,0.02
-4.71454e-05,0.08,0.02
-4.71444e-05,0.08,0.1
-4.71434e-05,0.08,0.06
-4.71424e-05,0.08,0.06
-4.71414e-05,0.08,0.02
-4.71404e-05,0.08,0.02
-4.71394e-05,0.08,0.02
-4.71384e-05,0.08,-0.02
-4.71374e-05,0.08,-0.02
-4.71364e-05,0.04,0.02
-4.71354e-05,0.04,0.02
-4.71344e-05,0.04,0.06
-4.71334e-05,0.04,0.06
-4.71324e-05,0.04,0.06
-4.71314e-05,0.04,0.06
-4.71304e-05,0.04,0.06
-4.71294e-05,0.08,0.02
-4.71284e-05,0.04,0.06
-4.71274e-05,0.08,0.02
-4.71264e-05,0.04,0.02
-4.71254e-05,0.08,0.02
-4.71244e-05,0.04,0.06
-4.71234e-05,0.08,0.06
-4.71224e-05,0.04,0.06
-4.71214e-05,0.04,0.06
-4.71204e-05,0.04,0.06
-4.71194e-05,0.04,0.02
-4.71184e-05,0.08,0.06
-4.71174e-05,0.08,0.02
-4.71164e-05,0.08,0.02
-4.71154e-05,0.08,0.02
-4.71144e-05,0.04,0.02
-4.71134e-05,0.04,0.02
-4.71124e-05,0.04,0.02
-4.71114e-05,0.04,0.02
-4.71104e-05,0.08,0.06
-4.71094e-05,0.08,0.06
-4.71084e-05,0.08,0.1
-4.71074e-05,0.08,0.06
-4.71064e-05,0.08,0.02
-4.71054e-05,0.08,0.02
-4.71044e-05,0.08,0.02
-4.71034e-05,0.08,-0.02
-4.71024e-05,0.04,-0.02
-4.71014e-05,0.04,-0.02
-4.71004e-05,0.04,0.06
-4.70994e-05,0.08,0.06
-4.70984e-05,0.08,0.1
-4.70974e-05,0.08,0.1
-4.70964e-05,0.08,0.06
-4.70954e-05,0.08,-0.02
-4.70944e-05,0.04,-0.02
-4.70934e-05,0.04,-0.02
-4.70924e-05,0,-0.02
-4.70914e-05,0.04,0.02
-4.70904e-05,0.04,0.06
-4.70894e-05,0.08,0.1
-4.70884e-05,0.08,0.14
-4.70874e-05,0.08,0.1
-4.70864e-05,0.08,0.1
-4.70854e-05,0.08,0.02
-4.70844e-05,0.04,-0.02
-4.70834e-05,0.08,-0.02
-4.70824e-05,0.04,-0.02
-4.70814e-05,0.08,0.02
-4.70804e-05,0.08,0.06
-4.70794e-05,0.08,0.1
-4.70784e-05,0.08,0.1
-4.70774e-05,0.08,0.1
-4.70764e-05,0.08,0.06
-4.70754e-05,0.08,0.02
-4.70744e-05,0.04,-0.02
-4.70734e-05,0.08,-0.02
-4.70724e-05,0.04,-0.02
-4.70714e-05,0.04,0.02
-4.70704e-05,0.04,0.02
-4.70694e-05,0.04,0.06
-4.70684e-05,0.04,0.06
-4.70674e-05,0.08,0.06
-4.70664e-05,0.04,0.06
-4.70654e-05,0.04,0.02
-4.70644e-05,0.04,0.02
-4.70634e-05,0.08,-0.02
-4.70624e-05,0.08,0.02
-4.70614e-05,0.08,0.02
-4.70604e-05,0.08,0.06
-4.70594e-05,0.08,0.06
-4.70584e-05,0.08,0.06
-4.70574e-05,0.08,0.02
-4.70564e-05,0.04,0.02
-4.70554e-05,0.04,0.02
-4.70544e-05,0.04,0.02
-4.70534e-05,0.08,0.02
-4.70524e-05,0.08,0.06
-4.70514e-05,0.08,0.06
-4.70504e-05,0.08,0.06
-4.70494e-05,0.08,0.06
-4.70484e-05,0.04,0.02
-4.70474e-05,0.08,0.02
-4.70464e-05,0.04,0.02
-4.70454e-05,0.08,-0.02
-4.70444e-05,0.04,0.02
-4.70434e-05,0.08,0.06
-4.70424e-05,0.08,0.1
-4.70414e-05,0.08,0.1
-4.70404e-05,0.08,0.1
-4.70394e-05,0.08,0.06
-4.70384e-05,0.08,0.02
-4.70374e-05,0.08,-0.02
-4.70364e-05,0.04,-0.02
-4.70354e-05,0.04,-0.02
-4.70344e-05,0.04,0.02
-4.70334e-05,0.08,0.02
-4.70324e-05,0.08,0.1
-4.70314e-05,0.12,0.1
-4.70304e-05,0.12,0.14
-4.70294e-05,0.12,0.06
-4.70284e-05,0.08,0.02
-4.70274e-05,0.08,-0.02
-4.70264e-05,0.04,-0.06
-4.70254e-05,0.04,-0.06
-4.70244e-05,0.04,-0.02
-4.70234e-05,0.04,0.02
-4.70224e-05,0.08,0.1
-4.70214e-05,0.08,0.1
