Model,DPO2012
Firmware Version,1.56

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,1e-05,
Sample Interval,1e-09,
Filter Frequency,1e+08,
Record Length,100000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,10,10
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,1,1
Label,PPS board#1,PPS board#2
TIME,CH1,CH2
-2.23868e-05,0.04,0.1
-2.23858e-05,0,0.06
-2.23848e-05,0,0.06
-2.23838e-05,0,0.06
-2.23828e-05,0.04,0.06
-2.23818e-05,0.04,0.02
-2.23808e-05,0.04,0.02
-2.23798e-05,0.08,0.02
-2.23788e-05,0.08,0.02
-2.23778e-05,0.08,0.02
-2.23768e-05,0.04,0.02
-2.23758e-05,0.04,0.06
-2.23748e-05,0.04,0.06
-2.23738e-05,0.04,0.06
-2.23728e-05,0.04,0.06
-2.23718e-05,0.04,0.02
-2.23708e-05,0.04,0.02
-2.23698e-05,0.04,0.02
-2.23688e-05,0.08,0.02
-2.23678e-05,0.08,0.02
-2.23668e-05,0.08,0.02
-2.23658e-05,0.08,0.06
-2.23648e-05,0.04,0.06
-2.23638e-05,0.04,0.02
-2.23628e-05,0,0.06
-2.23618e-05,0,0.02
-2.23608e-05,0,0.02
-2.23598e-05,0.04,0.02
-2.23588e-05,0.04,0.02
-2.23578e-05,0.08,0.02
-2.23568e-05,0.08,0.02
-2.23558e-05,0.08,0.02
-2.23548e-05,0.08,0.02
-2.23538e-05,0.08,0.06
-2.23528e-05,0.04,0.06
-2.23518e-05,0.04,0.06
-2.23508e-05,0,0.06
-2.23498e-05,0.04,0.06
-2.23488e-05,0,0.06
-2.23478e-05,0.08,0.02
-2.23468e-05,0.08,0.02
-2.23458e-05,0.08,0.02
-2.23448e-05,0.08,0.02
-2.23438e-05,0.08,0.02
-2.23428e-05,0.04,0.06
-2.23418e-05,0.04,0.06
-2.23408e-05,0,0.06
-2.23398e-05,0,0.06
-2.23388e-05,0,0.02
-2.23378e-05,0.04,0.02
-2.23368e-05,0.04,0.02
-2.23358e-05,0.08,0.02
-2.23348e-05,0.08,0.02
-2.23338e-05,0.08,0.02
-2.23328e-05,0.04,0.02
-2.23318e-05,0.04,0.06
-2.23308e-05,0,0.06
-2.23298e-05,0,0.06
-2.23288e-05,0,0.06
-2.23278e-05,0,0.02
-2.23268e-05,0.04,0.02
-2.23258e-05,0.04,-0.02
-2.23248e-05,0.04,-0.02
-2.23238e-05,0.08,-0.02
-2.23228e-05,0.08,0.02
-2.23218e-05,0.08,0.02
-2.23208e-05,0.08,0.06
-2.23198e-05,0.04,0.06
-2.23188e-05,0.04,0.06
-2.23178e-05,0.04,0.06
-2.23168e-05,0,0.06
-2.23158e-05,0.04,0.02
-2.23148e-05,0.04,0.02
-2.23138e-05,0.08,0.02
-2.23128e-05,0.12,0.02
-2.23118e-05,0.12,0.02
-2.23108e-05,0.08,0.06
-2.23098e-05,0.08,0.06
-2.23088e-05,0.08,0.06
-2.23078e-05,0.04,0.06
-2.23068e-05,0,0.02
-2.23058e-05,0,0.02
-2.23048e-05,0,0.02
-2.23038e-05,0.04,-0.02
-2.23028e-05,0.12,0.02
-2.23018e-05,0.12,0.02
-2.23008e-05,0.12,0.02
-2.22998e-05,0.08,0.06
-2.22988e-05,0.04,0.06
-2.22978e-05,0.04,0.06
-2.22968e-05,0,0.06
-2.22958e-05,0,0.02
-2.22948e-05,0.04,0.02
-2.22938e-05,0.08,-0.02
-2.22928e-05,0.08,0.02
-2.22918e-05,0.12,0.02
-2.22908e-05,0.12,0.02
-2.22898e-05,0.12,0.02
-2.22888e-05,0.04,0.02
-2.22878e-05,0,0.02
-2.22868e-05,-0.04,0.02
-2.22858e-05,-0.04,0.02
-2.22848e-05,0,0.02
-2.22838e-05,0.08,0.02
-2.22828e-05,0.12,0.02
-2.22818e-05,0.12,0.02
-2.22808e-05,0.12,0.06
-2.22798e-05,0.08,0.02
-2.22788e-05,0.04,0.06
-2.22778e-05,0,0.02
-2.22768e-05,-0.04,0.02
-2.22758e-05,0,0.02
-2.22748e-05,0,0.02
-2.22738e-05,0.04,0.02
-2.22728e-05,0.08,0.06
-2.22718e-05,0.12,0.06
-2.22708e-05,0.12,0.06
-2.22698e-05,0.12,0.06
-2.22688e-05,0.04,0.02
-2.22678e-05,0.04,0.02
-2.22668e-05,0,0.02
-2.22658e-05,0,0.02
-2.22648e-05,0.04,0.06
-2.22638e-05,0.08,0.06
-2.22628e-05,0.12,0.06
-2.22618e-05,0.12,0.06
-2.22608e-05,0.08,0.06
-2.22598e-05,0.08,0.02
-2.22588e-05,0.04,0.02
-2.22578e-05,0.04,-0.02
-2.22568e-05,0,-0.02
-2.22558e-05,0,-0.02
-2.22548e-05,0.04,0.02
-2.22538e-05,0.12,0.06
-2.22528e-05,0.12,0.1
-2.22518e-05,0.12,0.1
-2.22508e-05,0.08,0.1
-2.22498e-05,0.04,0.06
-2.22488e-05,0,0.02
-2.22478e-05,0,-0.02
-2.22468e-05,0,-0.02
-2.22458e-05,0,-0.02
-2.22448e-05,0.04,0.02
-2.22438e-05,0.08,0.02
-2.22428e-05,0.08,0.06
-2.22418e-05,0.08,0.06
-2.22408e-05,0.08,0.06
-2.22398e-05,0.04,0.06
-2.22388e-05,0,0.02
-2.22378e-05,0.04,-0.02
-2.22368e-05,0,-0.02
-2.22358e-05,0.04,-0.02
-2.22348e-05,0.08,0.02
-2.22338e-05,0.08,0.02
-2.22328e-05,0.08,0.06
-2.22318e-05,0.08,0.06
-2.22308e-05,0.04,0.06
-2.22298e-05,0.04,0.06
-2.22288e-05,0.04,0.02
-2.22278e-05,0.04,0.02
-2.22268e-05,0.04,0.02
-2.22258e-05,0.04,0.02
-2.22248e-05,0.04,0.06
-2.22238e-05,0.08,0.02
-2.22228e-05,0.04,0.06
-2.22218e-05,0.08,0.06
-2.22208e-05,0.04,0.06
-2.22198e-05,0.04,0.02
-2.22188e-05,0.08,0.02
-2.22178e-05,0.08,0.02
-2.22168e-05,0.08,0.02
-2.22158e-05,0.08,0.02
-2.22148e-05,0.08,0.02
-2.22138e-05,0.08,0.02
-2.22128e-05,0.04,0.02
-2.22118e-05,0.04,0.02
-2.22108e-05,0.04,0.02
-2.22098e-05,0.04,0.02
-2.22088e-05,0.08,0.02
-2.22078e-05,0.08,0.02
-2.22068e-05,0.08,0.02
-2.22058e-05,0.08,0.06
-2.22048e-05,0.08,0.06
-2.22038e-05,0.04,0.02
-2.22028e-05,0.04,0.02
-2.22018e-05,0.04,0.02
-2.22008e-05,0.04,0.02
-2.21998e-05,0.04,0.02
-2.21988e-05,0.08,0.02
-2.21978e-05,0.08,0.02
-2.21968e-05,0.08,0.06
-2.21958e-05,0.08,0.06
-2.21948e-05,0.04,0.06
-2.21938e-05,0.04,0.02
-2.21928e-05,0.04,0.02
-2.21918e-05,0.04,0.02
-2.21908e-05,0.04,0.02
-2.21898e-05,0.08,0.02
-2.21888e-05,0.08,0.02
-2.21878e-05,0.08,0.06
-2.21868e-05,0.08,0.06
-2.21858e-05,0.08,0.06
-2.21848e-05,0.04,0.06
-2.21838e-05,0.04,0.02
-2.21828e-05,0,0.02
-2.21818e-05,0,0.02
-2.21808e-05,0.04,0.02
-2.21798e-05,0.04,0.02
-2.21788e-05,0.08,0.02
-2.21778e-05,0.08,0.02
-2.21768e-05,0.08,0.02
-2.21758e-05,0.08,0.02
-2.21748e-05,0.04,0.02
-2.21738e-05,0.04,0.02
-2.21728e-05,0.04,0.02
-2.21718e-05,0.04,0.02
-2.21708e-05,0.04,0.02
-2.21698e-05,0.08,0.02
-2.21688e-05,0.08,0.02
-2.21678e-05,0.08,0.02
-2.21668e-05,0.08,0.02
-2.21658e-05,0.08,0.02
-2.21648e-05,0.04,0.02
-2.21638e-05,0.08,0.02
-2.21628e-05,0.08,0.02
-2.21618e-05,0.08,0.02
-2.21608e-05,0.08,0.06
-2.21598e-05,0.08,0.02
-2.21588e-05,0.04,0.02
-2.21578e-05,0.04,0.02
-2.21568e-05,0.04,0.02
-2.21558e-05,0.04,0.02
-2.21548e-05,0.04,0.02
-2.21538e-05,0.04,0.02
-2.21528e-05,0.08,0.06
-2.21518e-05,0.08,0.02
-2.21508e-05,0.08,0.06
-2.21498e-05,0.08,0.06
-2.21488e-05,0.04,0.06
-2.21478e-05,0.04,0.02
-2.21468e-05,0,0.02
-2.21458e-05,0.04,0.02
-2.21448e-05,0.04,-0.02
-2.21438e-05,0.08,0.02
-2.21428e-05,0.08,0.06
-2.21418e-05,0.08,0.06
-2.21408e-05,0.08,0.06
-2.21398e-05,0.04,0.06
-2.21388e-05,0,0.06
-2.21378e-05,0,0.02
-2.21368e-05,0,-0.02
-2.21358e-05,0.04,0.02
-2.21348e-05,0.04,0.02
-2.21338e-05,0.08,0.02
-2.21328e-05,0.08,0.02
-2.21318e-05,0.08,0.02
-2.21308e-05,0.08,0.06
-2.21298e-05,0.04,0.06
-2.21288e-05,0,0.06
-2.21278e-05,0,0.02
-2.21268e-05,0,0.02
-2.21258e-05,0.04,0.02
-2.21248e-05,0.08,0.02
-2.21238e-05,0.12,0.02
-2.21228e-05,0.12,0.06
-2.21218e-05,0.12,0.06
-2.21208e-05,0.08,0.06
-2.21198e-05,0.04,0.06
-2.21188e-05,0,0.06
-2.21178e-05,0,0.06
-2.21168e-05,0,0.02
-2.21158e-05,0.04,0.02
-2.21148e-05,0.08,0.02
-2.21138e-05,0.12,0.02
-2.21128e-05,0.12,0.06
-2.21118e-05,0.12,0.02
-2.21108e-05,0.08,0.06
-2.21098e-05,0.04,0.02
-2.21088e-05,0,0.06
-2.21078e-05,0.04,0.02
-2.21068e-05,0,0.06
-2.21058e-05,0.04,0.02
-2.21048e-05,0.08,0.02
-2.21038e-05,0.12,0.06
-2.21028e-05,0.12,0.06
-2.21018e-05,0.08,0.06
-2.21008e-05,0.04,0.02
-2.20998e-05,0.04,0.02
-2.20988e-05,0,-0.02
-2.20978e-05,0.04,-0.02
-2.20968e-05,0,-0.02
-2.20958e-05,0.08,0.02
-2.20948e-05,0.08,0.02
-2.20938e-05,0.12,0.06
-2.20928e-05,0.12,0.06
-2.20918e-05,0.12,0.06
-2.20908e-05,0.04,0.02
-2.20898e-05,0.04,0.02
-2.20888e-05,0,0.02
-2.20878e-05,0,0.02
-2.20868e-05,0.04,0.02
-2.20858e-05,0.08,0.02
-2.20848e-05,0.08,0.06
-2.20838e-05,0.08,0.06
-2.20828e-05,0.08,0.06
-2.20818e-05,0.08,0.02
-2.20808e-05,0.04,0.02
-2.20798e-05,0.04,0.02
-2.20788e-05,0.04,0.02
-2.20778e-05,0.04,0.02
-2.20768e-05,0.04,0.02
-2.20758e-05,0.08,0.02
-2.20748e-05,0.04,0.06
-2.20738e-05,0.08,0.06
-2.20728e-05,0.08,0.06
-2.20718e-05,0.08,0.06
-2.20708e-05,0.04,0.02
-2.20698e-05,0.04,0.02
-2.20688e-05,0,0.02
-2.20678e-05,0.04,0.02
-2.20668e-05,0,0.02
-2.20658e-05,0.08,0.02
-2.20648e-05,0.08,0.06
-2.20638e-05,0.08,0.06
-2.20628e-05,0.08,0.06
-2.20618e-05,0.08,0.06
-2.20608e-05,0.04,0.06
-2.20598e-05,0.04,0.02
-2.20588e-05,0.04,0.02
-2.20578e-05,0.04,0.02
-2.20568e-05,0.04,0.02
-2.20558e-05,0.04,0.02
-2.20548e-05,0.04,0.02
-2.20538e-05,0.04,0.06
-2.20528e-05,0.04,0.06
-2.20518e-05,0.08,0.06
-2.20508e-05,0.08,0.06
-2.20498e-05,0.08,0.02
-2.20488e-05,0.04,0.02
-2.20478e-05,0.08,-0.02
-2.20468e-05,0.04,-0.02
-2.20458e-05,0.08,-0.02
-2.20448e-05,0.08,0.02
-2.20438e-05,0.08,0.06
-2.20428e-05,0.04,0.06
-2.20418e-05,0.08,0.06
-2.20408e-05,0.04,0.1
-2.20398e-05,0.08,0.06
-2.20388e-05,0.08,0.02
-2.20378e-05,0.08,0.02
-2.20368e-05,0.08,-0.02
-2.20358e-05,0.08,0.02
-2.20348e-05,0.04,0.02
-2.20338e-05,0.04,0.02
-2.20328e-05,0.04,0.06
-2.20318e-05,0.04,0.06
-2.20308e-05,0.04,0.06
-2.20298e-05,0.04,0.06
-2.20288e-05,0.08,0.06
-2.20278e-05,0.08,0.02
-2.20268e-05,0.04,0.02
-2.20258e-05,0.08,-0.02
-2.20248e-05,0.04,0.02
-2.20238e-05,0.04,0.02
-2.20228e-05,0.04,0.02
-2.20218e-05,0.04,0.06
-2.20208e-05,0.04,0.06
-2.20198e-05,0.04,0.06
-2.20188e-05,0.04,0.06
-2.20178e-05,0.08,0.02
-2.20168e-05,0.04,0.02
-2.20158e-05,0.08,0.02
-2.20148e-05,0.04,0.02
-2.20138e-05,0.08,0.02
-2.20128e-05,0.04,0.02
-2.20118e-05,0.04,0.02
-2.20108e-05,0.04,0.02
-2.20098e-05,0.04,0.06
-2.20088e-05,0.04,0.06
-2.20078e-05,0.08,0.06
-2.20068e-05,0.08,0.06
-2.20058e-05,0.08,0.06
-2.20048e-05,0.08,0.02
-2.20038e-05,0.08,0.02
-2.20028e-05,0.08,0.02
-2.20018e-05,0.04,0.02
-2.20008e-05,0.04,0.06
-2.19998e-05,0.04,0.06
-2.19988e-05,0.04,0.02
-2.19978e-05,0.08,0.02
-2.19968e-05,0.08,0.02
-2.19958e-05,0.08,0.02
-2.19948e-05,0.08,0.02
-2.19938e-05,0.08,0.02
-2.19928e-05,0.08,0.02
-2.19918e-05,0.08,0.02
-2.19908e-05,0.04,0.06
-2.19898e-05,0.04,0.02
-2.19888e-05,0.04,0.02
-2.19878e-05,0.04,0.02
-2.19868e-05,0.04,0.06
-2.19858e-05,0.08,0.02
-2.19848e-05,0.08,0.06
-2.19838e-05,0.08,0.06
-2.19828e-05,0.08,0.06
-2.19818e-05,0.08,0.06
-2.19808e-05,0.04,0.02
-2.19798e-05,0.04,0.02
-2.19788e-05,0.04,0.06
-2.19778e-05,0.04,0.06
-2.19768e-05,0.04,0.06
-2.19758e-05,0.08,0.06
-2.19748e-05,0.08,0.06
-2.19738e-05,0.08,0.06
-2.19728e-05,0.08,0.02
-2.19718e-05,0.04,0.02
-2.19708e-05,0.04,0.02
-2.19698e-05,0.04,0.02
-2.19688e-05,0.04,0.02
-2.19678e-05,0.04,0.02
-2.19668e-05,0.08,0.06
-2.19658e-05,0.08,0.06
-2.19648e-05,0.08,0.06
-2.19638e-05,0.08,0.06
-2.19628e-05,0.08,0.06
-2.19618e-05,0.08,0.02
-2.19608e-05,0.08,0.02
-2.19598e-05,0.08,0.02
-2.19588e-05,0.04,0.02
-2.19578e-05,0.04,0.02
-2.19568e-05,0.04,0.06
-2.19558e-05,0.08,0.06
-2.19548e-05,0.04,0.06
-2.19538e-05,0.08,0.06
-2.19528e-05,0.04,0.02
-2.19518e-05,0.04,0.02
-2.19508e-05,0.04,0.02
-2.19498e-05,0.08,0.02
-2.19488e-05,0.08,0.02
-2.19478e-05,0.08,0.02
-2.19468e-05,0.08,0.06
-2.19458e-05,0.04,0.06
-2.19448e-05,0.04,0.06
-2.19438e-05,0.04,0.06
-2.19428e-05,0.04,0.06
-2.19418e-05,0.04,0.02
-2.19408e-05,0.04,0.02
-2.19398e-05,0.04,0.02
-2.19388e-05,0.08,0.02
-2.19378e-05,0.08,0.02
-2.19368e-05,0.08,0.06
-2.19358e-05,0.08,0.06
-2.19348e-05,0.04,0.06
-2.19338e-05,0.04,0.06
-2.19328e-05,0,0.06
-2.19318e-05,0.04,0.02
-2.19308e-05,0.04,0.02
-2.19298e-05,0.08,0.02
-2.19288e-05,0.08,0.02
-2.19278e-05,0.08,0.02
-2.19268e-05,0.08,0.02
-2.19258e-05,0.08,0.02
-2.19248e-05,0.04,0.02
-2.19238e-05,0.04,0.02
-2.19228e-05,0.04,0.02
-2.19218e-05,0.04,0.02
-2.19208e-05,0.04,0.02
-2.19198e-05,0.04,0.02
-2.19188e-05,0.04,0.02
-2.19178e-05,0.08,0.02
-2.19168e-05,0.08,0.02
-2.19158e-05,0.08,0.02
-2.19148e-05,0.08,0.06
-2.19138e-05,0.08,0.06
-2.19128e-05,0.08,0.06
-2.19118e-05,0.04,0.06
-2.19108e-05,0.04,0.06
-2.19098e-05,0.04,0.02
-2.19088e-05,0.04,0.02
-2.19078e-05,0.04,0.02
-2.19068e-05,0.04,0.02
-2.19058e-05,0.12,0.02
-2.19048e-05,0.08,0.02
-2.19038e-05,0.12,0.02
-2.19028e-05,0.08,0.06
-2.19018e-05,0.04,0.06
-2.19008e-05,0.04,0.06
-2.18998e-05,0.04,0.06
-2.18988e-05,0,0.06
-2.18978e-05,0.04,0.02
-2.18968e-05,0.04,0.02
-2.18958e-05,0.12,0.02
-2.18948e-05,0.12,0.02
-2.18938e-05,0.12,0.02
-2.18928e-05,0.08,0.06
-2.18918e-05,0.08,0.06
-2.18908e-05,0.04,0.1
-2.18898e-05,0.04,0.06
-2.18888e-05,0,0.02
-2.18878e-05,0.04,-0.02
-2.18868e-05,0.04,-0.02
-2.18858e-05,0.08,-0.02
-2.18848e-05,0.12,0.02
-2.18838e-05,0.16,0.02
-2.18828e-05,0.12,0.06
-2.18818e-05,0.12,0.1
-2.18808e-05,0.08,0.1
-2.18798e-05,0,0.06
-2.18788e-05,-0.04,0.02
-2.18778e-05,-0.04,0.02
-2.18768e-05,0,-0.02
-2.18758e-05,0.04,-0.02
-2.18748e-05,0.08,0.02
-2.18738e-05,0.12,0.02
-2.18728e-05,0.12,0.06
-2.18718e-05,0.12,0.06
-2.18708e-05,0.08,0.06
-2.18698e-05,0.04,0.06
-2.18688e-05,-0.04,0.02
-2.18678e-05,-0.04,0.02
-2.18668e-05,0,0.02
-2.18658e-05,0.04,0.02
-2.18648e-05,0.08,0.02
-2.18638e-05,0.12,0.02
-2.18628e-05,0.12,0.02
-2.18618e-05,0.12,0.02
-2.18608e-05,0.08,0.06
-2.18598e-05,0.04,0.02
-2.18588e-05,0,0.06
-2.18578e-05,0,0.02
-2.18568e-05,0,0.02
-2.18558e-05,0.04,0.02
-2.18548e-05,0.08,0.02
-2.18538e-05,0.08,0.02
-2.18528e-05,0.08,0.06
-2.18518e-05,0.12,0.02
-2.18508e-05,0.08,0.02
-2.18498e-05,0.08,0.02
-2.18488e-05,0,0.02
-2.18478e-05,0.04,0.02
-2.18468e-05,0,0.02
-2.18458e-05,0.04,0.06
-2.18448e-05,0.04,0.06
-2.18438e-05,0.08,0.06
-2.18428e-05,0.08,0.06
-2.18418e-05,0.08,0.02
-2.18408e-05,0.08,0.02
-2.18398e-05,0.08,0.02
-2.18388e-05,0.08,0.06
-2.18378e-05,0.08,0.06
-2.18368e-05,0.08,0.06
-2.18358e-05,0.08,0.06
-2.18348e-05,0.04,0.06
-2.18338e-05,0.04,0.06
-2.18328e-05,0.04,0.02
-2.18318e-05,0.04,0.02
-2.18308e-05,0.04,0.02
-2.18298e-05,0.08,0.02
-2.18288e-05,0.08,0.02
-2.18278e-05,0.08,0.06
-2.18268e-05,0.08,0.06
-2.18258e-05,0.08,0.06
-2.18248e-05,0.04,0.06
-2.18238e-05,0.04,0.06
-2.18228e-05,0,0.06
-2.18218e-05,0.04,-0.02
-2.18208e-05,0,-0.02
-2.18198e-05,0.04,-0.02
-2.18188e-05,0.08,0.02
-2.18178e-05,0.12,0.02
-2.18168e-05,0.08,0.06
-2.18158e-05,0.08,0.1
-2.18148e-05,0.04,0.1
-2.18138e-05,0,0.06
-2.18128e-05,0,0.06
-2.18118e-05,0,0.02
-2.18108e-05,0,0.02
-2.18098e-05,0.08,0.02
-2.18088e-05,0.12,0.02
-2.18078e-05,0.12,0.02
-2.18068e-05,0.12,0.06
-2.18058e-05,0.12,0.06
-2.18048e-05,0.08,0.06
-2.18038e-05,0,0.06
-2.18028e-05,-0.04,0.06
-2.18018e-05,0,0.02
-2.18008e-05,0,0.02
-2.17998e-05,0.04,0.02
-2.17988e-05,0.08,0.02
-2.17978e-05,0.12,0.02
-2.17968e-05,0.12,0.06
-2.17958e-05,0.12,0.06
-2.17948e-05,0.08,0.06
-2.17938e-05,0.04,0.06
-2.17928e-05,0,0.02
-2.17918e-05,0,0.02
-2.17908e-05,0,0.02
-2.17898e-05,0.04,0.02
-2.17888e-05,0.08,0.02
-2.17878e-05,0.12,0.02
-2.17868e-05,0.12,0.06
-2.17858e-05,0.12,0.06
-2.17848e-05,0.08,0.06
-2.17838e-05,0.04,0.06
-2.17828e-05,0,0.02
-2.17818e-05,0,0.02
-2.17808e-05,0,0.02
-2.17798e-05,0.04,0.02
-2.17788e-05,0.04,0.02
-2.17778e-05,0.08,0.02
-2.17768e-05,0.08,0.02
-2.17758e-05,0.08,0.02
-2.17748e-05,0.08,0.06
-2.17738e-05,0.08,0.02
-2.17728e-05,0.04,0.02
-2.17718e-05,0,0.02
-2.17708e-05,0.04,0.06
-2.17698e-05,0.04,0.06
-2.17688e-05,0.04,0.06
-2.17678e-05,0.04,0.06
-2.17668e-05,0.04,0.02
-2.17658e-05,0.08,0.02
-2.17648e-05,0.04,0.02
-2.17638e-05,0.08,0.02
-2.17628e-05,0.04,0.02
-2.17618e-05,0.08,0.02
-2.17608e-05,0.04,0.06
-2.17598e-05,0.04,0.06
-2.17588e-05,0.04,0.06
-2.17578e-05,0.04,0.06
-2.17568e-05,0.04,0.02
-2.17558e-05,0.04,0.02
-2.17548e-05,0.08,0.02
-2.17538e-05,0.08,0.02
-2.17528e-05,0.08,0.02
-2.17518e-05,0.08,0.02
-2.17508e-05,0.08,0.06
-2.17498e-05,0.04,0.06
-2.17488e-05,0.04,0.06
-2.17478e-05,0.04,0.06
-2.17468e-05,0.04,0.06
-2.17458e-05,0.04,0.06
-2.17448e-05,0.08,0.02
-2.17438e-05,0.08,0.02
-2.17428e-05,0.08,0.02
-2.17418e-05,0.08,0.02
-2.17408e-05,0.04,0.02
-2.17398e-05,0.04,0.02
-2.17388e-05,0.04,0.02
-2.17378e-05,0.04,0.02
-2.17368e-05,0.04,0.06
-2.17358e-05,0.04,0.06
-2.17348e-05,0.08,0.06
-2.17338e-05,0.08,0.02
-2.17328e-05,0.08,0.02
-2.17318e-05,0.08,0.02
-2.17308e-05,0.04,0.02
-2.17298e-05,0.04,0.02
-2.17288e-05,0.04,0.02
-2.17278e-05,0.04,0.06
-2.17268e-05,0.04,0.06
-2.17258e-05,0.08,0.06
-2.17248e-05,0.08,0.06
-2.17238e-05,0.08,0.06
-2.17228e-05,0.04,0.06
-2.17218e-05,0.04,0.06
-2.17208e-05,0.04,0.02
-2.17198e-05,0.04,0.02
-2.17188e-05,0,0.02
-2.17178e-05,0.04,0.02
-2.17168e-05,0.08,0.02
-2.17158e-05,0.08,0.06
-2.17148e-05,0.08,0.06
-2.17138e-05,0.08,0.06
-2.17128e-05,0.04,0.06
-2.17118e-05,0.04,0.06
-2.17108e-05,0,0.02
-2.17098e-05,0,0.02
-2.17088e-05,0,-0.02
-2.17078e-05,0.04,-0.02
-2.17068e-05,0.08,-0.02
-2.17058e-05,0.12,0.02
-2.17048e-05,0.08,0.06
-2.17038e-05,0.08,0.06
-2.17028e-05,0.04,0.06
-2.17018e-05,0.04,0.06
-2.17008e-05,0,0.06
-2.16998e-05,0,0.02
-2.16988e-05,0.04,-0.02
-2.16978e-05,0.08,-0.02
-2.16968e-05,0.12,0.02
-2.16958e-05,0.12,0.02
-2.16948e-05,0.12,0.06
-2.16938e-05,0.08,0.06
-2.16928e-05,0.04,0.06
-2.16918e-05,0,0.06
-2.16908e-05,0,0.06
-2.16898e-05,0,0.02
-2.16888e-05,0,0.02
-2.16878e-05,0.04,-0.02
-2.16868e-05,0.08,0.02
-2.16858e-05,0.12,0.02
-2.16848e-05,0.08,0.06
-2.16838e-05,0.04,0.06
-2.16828e-05,0,0.06
-2.16818e-05,0,0.06
-2.16808e-05,0,0.06
-2.16798e-05,0,0.02
-2.16788e-05,0.04,-0.02
-2.16778e-05,0.08,0.02
-2.16768e-05,0.08,-0.02
-2.16758e-05,0.12,0.02
-2.16748e-05,0.08,0.02
-2.16738e-05,0.04,0.02
-2.16728e-05,0.04,0.06
-2.16718e-05,0.04,0.06
-2.16708e-05,0.04,0.06
-2.16698e-05,0.04,0.06
-2.16688e-05,0.04,0.02
-2.16678e-05,0.08,0.02
-2.16668e-05,0.08,0.02
-2.16658e-05,0.08,0.02
-2.16648e-05,0.04,0.02
-2.16638e-05,0.08,0.02
-2.16628e-05,0.04,0.02
-2.16618e-05,0.04,0.02
-2.16608e-05,0.04,0.06
-2.16598e-05,0.08,0.06
-2.16588e-05,0.08,0.06
-2.16578e-05,0.08,0.02
-2.16568e-05,0.08,0.02
-2.16558e-05,0.08,0.02
-2.16548e-05,0.04,0.02
-2.16538e-05,0.04,0.02
-2.16528e-05,0.04,0.02
-2.16518e-05,0.04,0.02
-2.16508e-05,0.08,0.06
-2.16498e-05,0.12,0.06
-2.16488e-05,0.08,0.06
-2.16478e-05,0.12,0.06
-2.16468e-05,0.08,0.06
-2.16458e-05,0.04,0.02
-2.16448e-05,0.04,0.02
-2.16438e-05,0.04,0.02
-2.16428e-05,0.04,0.02
-2.16418e-05,0.04,0.02
-2.16408e-05,0.08,0.02
-2.16398e-05,0.12,0.02
-2.16388e-05,0.12,0.06
-2.16378e-05,0.08,0.06
-2.16368e-05,0.04,0.06
-2.16358e-05,0.04,0.06
-2.16348e-05,0,0.06
-2.16338e-05,0,0.02
-2.16328e-05,0,0.02
-2.16318e-05,0.04,0.02
-2.16308e-05,0.04,0.02
-2.16298e-05,0.08,0.02
-2.16288e-05,0.08,0.06
-2.16278e-05,0.12,0.06
-2.16268e-05,0.08,0.06
-2.16258e-05,0.04,0.06
-2.16248e-05,0.04,0.06
-2.16238e-05,0,0.02
-2.16228e-05,0,0.02
-2.16218e-05,0,-0.02
-2.16208e-05,0.04,0.02
-2.16198e-05,0.08,0.02
-2.16188e-05,0.08,0.02
-2.16178e-05,0.12,0.06
-2.16168e-05,0.08,0.1
-2.16158e-05,0.08,0.06
-2.16148e-05,0.04,0.06
-2.16138e-05,0.04,0.06
-2.16128e-05,0.04,0.02
-2.16118e-05,0.04,0.02
-2.16108e-05,0.04,-0.02
-2.16098e-05,0.04,0.02
-2.16088e-05,0.08,0.02
-2.16078e-05,0.12,0.06
-2.16068e-05,0.08,0.06
-2.16058e-05,0.08,0.06
-2.16048e-05,0.04,0.1
-2.16038e-05,0.04,0.06
-2.16028e-05,0,0.02
-2.16018e-05,0,0.02
-2.16008e-05,0,0.02
-2.15998e-05,0.04,0.02
-2.15988e-05,0.08,0.02
-2.15978e-05,0.08,0.02
-2.15968e-05,0.08,0.06
-2.15958e-05,0.08,0.06
-2.15948e-05,0.08,0.06
-2.15938e-05,0.08,0.06
-2.15928e-05,0,0.06
-2.15918e-05,0,0.02
-2.15908e-05,0,0.02
-2.15898e-05,0.04,0.02
-2.15888e-05,0.04,0.02
-2.15878e-05,0.08,0.02
-2.15868e-05,0.08,0.06
-2.15858e-05,0.12,0.06
-2.15848e-05,0.08,0.06
-2.15838e-05,0.08,0.02
-2.15828e-05,0.04,0.02
-2.15818e-05,0.04,0.02
-2.15808e-05,0.04,0.02
-2.15798e-05,0.04,0.02
-2.15788e-05,0.04,0.02
-2.15778e-05,0.04,0.02
-2.15768e-05,0.08,0.02
-2.15758e-05,0.08,0.02
-2.15748e-05,0.08,0.02
-2.15738e-05,0.08,0.02
-2.15728e-05,0.04,0.02
-2.15718e-05,0.04,0.02
-2.15708e-05,0,0.02
-2.15698e-05,0.04,0.06
-2.15688e-05,0,0.06
-2.15678e-05,0.04,0.06
-2.15668e-05,0.08,0.06
-2.15658e-05,0.08,0.02
