Model,DPO2012
Firmware Version,1.56

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,1e-05,
Sample Interval,1e-09,
Filter Frequency,1e+08,
Record Length,100000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,10,10
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,1,1
Label,PPS board#1,PPS board#2
TIME,CH1,CH2
2.26662e-05,3.4,3.5
2.26672e-05,3.44,3.5
2.26682e-05,3.44,3.46
2.26692e-05,3.44,3.42
2.26702e-05,3.44,3.42
2.26712e-05,3.48,3.42
2.26722e-05,3.48,3.46
2.26732e-05,3.48,3.42
2.26742e-05,3.48,3.42
2.26752e-05,3.44,3.46
2.26762e-05,3.44,3.46
2.26772e-05,3.4,3.46
2.26782e-05,3.44,3.46
2.26792e-05,3.4,3.46
2.26802e-05,3.44,3.42
2.26812e-05,3.48,3.42
2.26822e-05,3.48,3.42
2.26832e-05,3.48,3.42
2.26842e-05,3.48,3.46
2.26852e-05,3.44,3.46
2.26862e-05,3.44,3.46
2.26872e-05,3.4,3.5
2.26882e-05,3.4,3.46
2.26892e-05,3.4,3.46
2.26902e-05,3.4,3.46
2.26912e-05,3.44,3.42
2.26922e-05,3.44,3.42
2.26932e-05,3.48,3.42
2.26942e-05,3.44,3.42
2.26952e-05,3.44,3.46
2.26962e-05,3.44,3.46
2.26972e-05,3.44,3.5
2.26982e-05,3.44,3.5
2.26992e-05,3.44,3.5
2.27002e-05,3.44,3.46
2.27012e-05,3.44,3.42
2.27022e-05,3.44,3.42
2.27032e-05,3.44,3.42
2.27042e-05,3.44,3.42
2.27052e-05,3.44,3.42
2.27062e-05,3.44,3.46
2.27072e-05,3.44,3.46
2.27082e-05,3.44,3.5
2.27092e-05,3.44,3.46
2.27102e-05,3.44,3.46
2.27112e-05,3.44,3.46
2.27122e-05,3.44,3.42
2.27132e-05,3.44,3.42
2.27142e-05,3.44,3.42
2.27152e-05,3.48,3.42
2.27162e-05,3.48,3.46
2.27172e-05,3.48,3.46
2.27182e-05,3.44,3.46
2.27192e-05,3.44,3.46
2.27202e-05,3.4,3.46
2.27212e-05,3.4,3.46
2.27222e-05,3.4,3.46
2.27232e-05,3.44,3.42
2.27242e-05,3.44,3.42
2.27252e-05,3.44,3.46
2.27262e-05,3.44,3.42
2.27272e-05,3.44,3.46
2.27282e-05,3.44,3.46
2.27292e-05,3.44,3.46
2.27302e-05,3.44,3.46
2.27312e-05,3.44,3.46
2.27322e-05,3.44,3.46
2.27332e-05,3.44,3.46
2.27342e-05,3.44,3.46
2.27352e-05,3.44,3.46
2.27362e-05,3.44,3.42
2.27372e-05,3.44,3.46
2.27382e-05,3.44,3.42
2.27392e-05,3.44,3.46
2.27402e-05,3.44,3.42
2.27412e-05,3.44,3.42
2.27422e-05,3.44,3.42
2.27432e-05,3.44,3.46
2.27442e-05,3.48,3.42
2.27452e-05,3.44,3.46
2.27462e-05,3.44,3.42
2.27472e-05,3.44,3.46
2.27482e-05,3.44,3.42
2.27492e-05,3.44,3.46
2.27502e-05,3.44,3.46
2.27512e-05,3.44,3.46
2.27522e-05,3.44,3.46
2.27532e-05,3.44,3.46
2.27542e-05,3.44,3.5
2.27552e-05,3.44,3.46
2.27562e-05,3.44,3.46
2.27572e-05,3.4,3.46
2.27582e-05,3.4,3.42
2.27592e-05,3.4,3.42
2.27602e-05,3.44,3.42
2.27612e-05,3.44,3.46
2.27622e-05,3.48,3.46
2.27632e-05,3.48,3.46
2.27642e-05,3.48,3.5
2.27652e-05,3.48,3.5
2.27662e-05,3.44,3.46
2.27672e-05,3.4,3.42
2.27682e-05,3.4,3.42
2.27692e-05,3.4,3.42
2.27702e-05,3.4,3.38
2.27712e-05,3.4,3.42
2.27722e-05,3.44,3.46
2.27732e-05,3.48,3.46
2.27742e-05,3.48,3.46
2.27752e-05,3.48,3.46
2.27762e-05,3.48,3.46
2.27772e-05,3.44,3.46
2.27782e-05,3.4,3.46
2.27792e-05,3.4,3.46
2.27802e-05,3.4,3.42
2.27812e-05,3.4,3.42
2.27822e-05,3.44,3.42
2.27832e-05,3.48,3.46
2.27842e-05,3.48,3.46
2.27852e-05,3.48,3.5
2.27862e-05,3.48,3.46
2.27872e-05,3.44,3.46
2.27882e-05,3.4,3.46
2.27892e-05,3.4,3.46
2.27902e-05,3.4,3.42
2.27912e-05,3.4,3.42
2.27922e-05,3.4,3.42
2.27932e-05,3.44,3.42
2.27942e-05,3.44,3.42
2.27952e-05,3.44,3.46
2.27962e-05,3.48,3.46
2.27972e-05,3.48,3.46
2.27982e-05,3.44,3.46
2.27992e-05,3.44,3.46
2.28002e-05,3.4,3.46
2.28012e-05,3.4,3.46
2.28022e-05,3.4,3.42
2.28032e-05,3.44,3.42
2.28042e-05,3.44,3.42
2.28052e-05,3.48,3.46
2.28062e-05,3.48,3.46
2.28072e-05,3.48,3.46
2.28082e-05,3.44,3.46
2.28092e-05,3.4,3.46
2.28102e-05,3.4,3.46
2.28112e-05,3.4,3.46
2.28122e-05,3.4,3.42
2.28132e-05,3.4,3.42
2.28142e-05,3.44,3.42
2.28152e-05,3.48,3.42
2.28162e-05,3.48,3.46
2.28172e-05,3.48,3.46
2.28182e-05,3.48,3.46
2.28192e-05,3.44,3.46
2.28202e-05,3.4,3.46
2.28212e-05,3.4,3.46
2.28222e-05,3.4,3.46
2.28232e-05,3.44,3.42
2.28242e-05,3.44,3.42
2.28252e-05,3.44,3.46
2.28262e-05,3.48,3.46
2.28272e-05,3.48,3.46
2.28282e-05,3.48,3.46
2.28292e-05,3.48,3.46
2.28302e-05,3.44,3.46
2.28312e-05,3.4,3.46
2.28322e-05,3.4,3.46
2.28332e-05,3.4,3.46
2.28342e-05,3.44,3.46
2.28352e-05,3.44,3.46
2.28362e-05,3.48,3.46
2.28372e-05,3.48,3.46
2.28382e-05,3.48,3.46
2.28392e-05,3.44,3.46
2.28402e-05,3.4,3.46
2.28412e-05,3.4,3.46
2.28422e-05,3.44,3.46
2.28432e-05,3.44,3.46
2.28442e-05,3.44,3.46
2.28452e-05,3.44,3.5
2.28462e-05,3.48,3.46
2.28472e-05,3.44,3.46
2.28482e-05,3.44,3.42
2.28492e-05,3.4,3.42
2.28502e-05,3.44,3.42
2.28512e-05,3.44,3.42
2.28522e-05,3.44,3.42
2.28532e-05,3.44,3.46
2.28542e-05,3.44,3.46
2.28552e-05,3.44,3.46
2.28562e-05,3.44,3.46
2.28572e-05,3.44,3.46
2.28582e-05,3.4,3.46
2.28592e-05,3.44,3.42
2.28602e-05,3.4,3.42
2.28612e-05,3.44,3.42
2.28622e-05,3.48,3.42
2.28632e-05,3.48,3.46
2.28642e-05,3.48,3.5
2.28652e-05,3.44,3.5
2.28662e-05,3.44,3.5
2.28672e-05,3.4,3.46
2.28682e-05,3.36,3.42
2.28692e-05,3.4,3.42
2.28702e-05,3.4,3.38
2.28712e-05,3.44,3.42
2.28722e-05,3.48,3.42
2.28732e-05,3.52,3.46
2.28742e-05,3.48,3.46
2.28752e-05,3.48,3.5
2.28762e-05,3.44,3.5
2.28772e-05,3.4,3.5
2.28782e-05,3.4,3.46
2.28792e-05,3.4,3.42
2.28802e-05,3.4,3.42
2.28812e-05,3.44,3.42
2.28822e-05,3.48,3.42
2.28832e-05,3.52,3.46
2.28842e-05,3.48,3.46
2.28852e-05,3.48,3.5
2.28862e-05,3.44,3.5
2.28872e-05,3.4,3.5
2.28882e-05,3.36,3.46
2.28892e-05,3.36,3.46
2.28902e-05,3.4,3.42
2.28912e-05,3.44,3.42
2.28922e-05,3.48,3.42
2.28932e-05,3.52,3.42
2.28942e-05,3.48,3.46
2.28952e-05,3.48,3.46
2.28962e-05,3.44,3.46
2.28972e-05,3.4,3.46
2.28982e-05,3.4,3.46
2.28992e-05,3.4,3.46
2.29002e-05,3.44,3.46
2.29012e-05,3.48,3.46
2.29022e-05,3.48,3.46
2.29032e-05,3.48,3.46
2.29042e-05,3.48,3.46
2.29052e-05,3.44,3.46
2.29062e-05,3.4,3.42
2.29072e-05,3.4,3.42
2.29082e-05,3.4,3.46
2.29092e-05,3.44,3.46
2.29102e-05,3.44,3.46
2.29112e-05,3.48,3.46
2.29122e-05,3.52,3.46
2.29132e-05,3.48,3.5
2.29142e-05,3.44,3.46
2.29152e-05,3.44,3.46
2.29162e-05,3.4,3.42
2.29172e-05,3.44,3.42
2.29182e-05,3.4,3.42
2.29192e-05,3.44,3.46
2.29202e-05,3.48,3.46
2.29212e-05,3.48,3.46
2.29222e-05,3.44,3.5
2.29232e-05,3.44,3.5
2.29242e-05,3.4,3.46
2.29252e-05,3.4,3.42
2.29262e-05,3.4,3.42
2.29272e-05,3.44,3.42
2.29282e-05,3.44,3.42
2.29292e-05,3.44,3.42
2.29302e-05,3.48,3.46
2.29312e-05,3.48,3.5
2.29322e-05,3.48,3.5
2.29332e-05,3.44,3.5
2.29342e-05,3.4,3.46
2.29352e-05,3.36,3.46
2.29362e-05,3.4,3.42
2.29372e-05,3.4,3.38
2.29382e-05,3.44,3.42
2.29392e-05,3.48,3.42
2.29402e-05,3.48,3.42
2.29412e-05,3.48,3.46
2.29422e-05,3.44,3.5
2.29432e-05,3.44,3.5
2.29442e-05,3.4,3.5
2.29452e-05,3.4,3.46
2.29462e-05,3.4,3.42
2.29472e-05,3.4,3.38
2.29482e-05,3.44,3.42
2.29492e-05,3.48,3.42
2.29502e-05,3.48,3.42
2.29512e-05,3.48,3.46
2.29522e-05,3.48,3.5
2.29532e-05,3.44,3.5
2.29542e-05,3.4,3.5
2.29552e-05,3.4,3.46
2.29562e-05,3.4,3.46
2.29572e-05,3.4,3.46
2.29582e-05,3.4,3.42
2.29592e-05,3.4,3.42
2.29602e-05,3.44,3.42
2.29612e-05,3.44,3.46
2.29622e-05,3.44,3.46
2.29632e-05,3.44,3.46
2.29642e-05,3.44,3.46
2.29652e-05,3.44,3.5
2.29662e-05,3.4,3.46
2.29672e-05,3.4,3.46
2.29682e-05,3.4,3.42
2.29692e-05,3.44,3.42
2.29702e-05,3.4,3.42
2.29712e-05,3.44,3.42
2.29722e-05,3.44,3.42
2.29732e-05,3.44,3.46
2.29742e-05,3.48,3.46
2.29752e-05,3.44,3.5
2.29762e-05,3.44,3.5
2.29772e-05,3.4,3.5
2.29782e-05,3.4,3.46
2.29792e-05,3.4,3.42
2.29802e-05,3.4,3.42
2.29812e-05,3.4,3.42
2.29822e-05,3.44,3.38
2.29832e-05,3.48,3.42
2.29842e-05,3.48,3.46
2.29852e-05,3.48,3.46
2.29862e-05,3.48,3.5
2.29872e-05,3.44,3.5
2.29882e-05,3.4,3.5
2.29892e-05,3.36,3.46
2.29902e-05,3.36,3.42
2.29912e-05,3.4,3.38
2.29922e-05,3.44,3.38
2.29932e-05,3.48,3.42
2.29942e-05,3.48,3.42
2.29952e-05,3.52,3.46
2.29962e-05,3.48,3.5
2.29972e-05,3.44,3.5
2.29982e-05,3.4,3.46
2.29992e-05,3.36,3.46
2.30002e-05,3.36,3.42
2.30012e-05,3.4,3.42
2.30022e-05,3.44,3.42
2.30032e-05,3.48,3.42
2.30042e-05,3.52,3.42
2.30052e-05,3.52,3.46
2.30062e-05,3.56,3.5
2.30072e-05,3.48,3.5
2.30082e-05,3.4,3.5
2.30092e-05,3.36,3.5
2.30102e-05,3.36,3.46
2.30112e-05,3.4,3.46
2.30122e-05,3.44,3.46
2.30132e-05,3.44,3.42
2.30142e-05,3.48,3.42
2.30152e-05,3.52,3.46
2.30162e-05,3.52,3.46
2.30172e-05,3.48,3.46
2.30182e-05,3.4,3.46
2.30192e-05,3.4,3.5
2.30202e-05,3.4,3.46
2.30212e-05,3.4,3.5
2.30222e-05,3.4,3.46
2.30232e-05,3.44,3.46
2.30242e-05,3.44,3.46
2.30252e-05,3.48,3.46
2.30262e-05,3.44,3.42
2.30272e-05,3.44,3.42
2.30282e-05,3.44,3.46
2.30292e-05,3.4,3.46
2.30302e-05,3.4,3.5
2.30312e-05,3.4,3.5
2.30322e-05,3.44,3.5
2.30332e-05,3.44,3.5
2.30342e-05,3.44,3.46
2.30352e-05,3.44,3.46
2.30362e-05,3.44,3.42
2.30372e-05,3.44,3.42
2.30382e-05,3.44,3.42
2.30392e-05,3.4,3.42
2.30402e-05,3.4,3.46
2.30412e-05,3.44,3.5
2.30422e-05,3.44,3.5
2.30432e-05,3.44,3.5
2.30442e-05,3.44,3.46
2.30452e-05,3.44,3.46
2.30462e-05,3.4,3.42
2.30472e-05,3.4,3.42
2.30482e-05,3.4,3.42
2.30492e-05,3.44,3.42
2.30502e-05,3.44,3.42
2.30512e-05,3.44,3.46
2.30522e-05,3.44,3.5
2.30532e-05,3.44,3.5
2.30542e-05,3.4,3.5
2.30552e-05,3.4,3.5
2.30562e-05,3.4,3.42
2.30572e-05,3.4,3.42
2.30582e-05,3.44,3.38
2.30592e-05,3.48,3.38
2.30602e-05,3.48,3.42
2.30612e-05,3.48,3.46
2.30622e-05,3.48,3.46
2.30632e-05,3.44,3.5
2.30642e-05,3.4,3.5
2.30652e-05,3.4,3.5
2.30662e-05,3.4,3.46
2.30672e-05,3.4,3.46
2.30682e-05,3.44,3.42
2.30692e-05,3.44,3.42
2.30702e-05,3.48,3.42
2.30712e-05,3.48,3.42
2.30722e-05,3.48,3.46
2.30732e-05,3.44,3.46
2.30742e-05,3.4,3.46
2.30752e-05,3.36,3.46
2.30762e-05,3.4,3.46
2.30772e-05,3.4,3.42
2.30782e-05,3.44,3.42
2.30792e-05,3.48,3.42
2.30802e-05,3.52,3.42
2.30812e-05,3.52,3.42
2.30822e-05,3.48,3.42
2.30832e-05,3.44,3.42
2.30842e-05,3.4,3.46
2.30852e-05,3.4,3.5
2.30862e-05,3.4,3.5
2.30872e-05,3.4,3.5
2.30882e-05,3.4,3.46
2.30892e-05,3.48,3.46
2.30902e-05,3.48,3.46
2.30912e-05,3.48,3.46
2.30922e-05,3.48,3.46
2.30932e-05,3.48,3.46
2.30942e-05,3.44,3.46
2.30952e-05,3.4,3.46
2.30962e-05,3.4,3.46
2.30972e-05,3.44,3.46
2.30982e-05,3.44,3.46
2.30992e-05,3.44,3.46
2.31002e-05,3.48,3.46
2.31012e-05,3.48,3.46
2.31022e-05,3.48,3.46
2.31032e-05,3.48,3.46
2.31042e-05,3.44,3.42
2.31052e-05,3.44,3.46
2.31062e-05,3.4,3.46
2.31072e-05,3.4,3.46
2.31082e-05,3.4,3.46
2.31092e-05,3.44,3.46
2.31102e-05,3.44,3.46
2.31112e-05,3.48,3.46
2.31122e-05,3.48,3.46
2.31132e-05,3.48,3.42
2.31142e-05,3.44,3.42
2.31152e-05,3.44,3.42
2.31162e-05,3.4,3.42
2.31172e-05,3.4,3.46
2.31182e-05,3.4,3.46
2.31192e-05,3.4,3.46
2.31202e-05,3.44,3.46
2.31212e-05,3.44,3.46
2.31222e-05,3.44,3.46
2.31232e-05,3.48,3.46
2.31242e-05,3.48,3.42
2.31252e-05,3.44,3.46
2.31262e-05,3.4,3.46
2.31272e-05,3.44,3.42
2.31282e-05,3.4,3.46
2.31292e-05,3.4,3.46
2.31302e-05,3.4,3.46
2.31312e-05,3.44,3.46
2.31322e-05,3.44,3.46
2.31332e-05,3.48,3.46
2.31342e-05,3.48,3.46
2.31352e-05,3.48,3.42
2.31362e-05,3.44,3.42
2.31372e-05,3.44,3.42
2.31382e-05,3.4,3.42
2.31392e-05,3.4,3.42
2.31402e-05,3.4,3.46
2.31412e-05,3.44,3.46
2.31422e-05,3.44,3.5
2.31432e-05,3.48,3.5
2.31442e-05,3.48,3.46
2.31452e-05,3.48,3.46
2.31462e-05,3.44,3.42
2.31472e-05,3.4,3.42
2.31482e-05,3.4,3.42
2.31492e-05,3.4,3.38
2.31502e-05,3.4,3.42
2.31512e-05,3.4,3.46
2.31522e-05,3.44,3.46
2.31532e-05,3.48,3.46
2.31542e-05,3.48,3.46
2.31552e-05,3.48,3.46
2.31562e-05,3.48,3.42
2.31572e-05,3.44,3.42
2.31582e-05,3.4,3.42
2.31592e-05,3.4,3.42
2.31602e-05,3.4,3.42
2.31612e-05,3.44,3.46
2.31622e-05,3.44,3.46
2.31632e-05,3.48,3.5
2.31642e-05,3.44,3.5
2.31652e-05,3.48,3.46
2.31662e-05,3.44,3.46
2.31672e-05,3.44,3.46
2.31682e-05,3.44,3.42
2.31692e-05,3.44,3.42
2.31702e-05,3.44,3.42
2.31712e-05,3.44,3.46
2.31722e-05,3.44,3.46
2.31732e-05,3.44,3.46
2.31742e-05,3.48,3.46
2.31752e-05,3.44,3.46
2.31762e-05,3.44,3.46
2.31772e-05,3.44,3.42
2.31782e-05,3.44,3.42
2.31792e-05,3.44,3.42
2.31802e-05,3.44,3.46
2.31812e-05,3.44,3.46
2.31822e-05,3.44,3.46
2.31832e-05,3.44,3.46
2.31842e-05,3.44,3.46
2.31852e-05,3.44,3.5
2.31862e-05,3.44,3.46
2.31872e-05,3.44,3.5
2.31882e-05,3.48,3.46
2.31892e-05,3.48,3.42
2.31902e-05,3.44,3.42
2.31912e-05,3.44,3.42
2.31922e-05,3.44,3.42
2.31932e-05,3.4,3.46
2.31942e-05,3.4,3.46
2.31952e-05,3.4,3.46
2.31962e-05,3.4,3.42
2.31972e-05,3.44,3.42
2.31982e-05,3.44,3.42
2.31992e-05,3.48,3.42
2.32002e-05,3.44,3.46
2.32012e-05,3.48,3.46
2.32022e-05,3.44,3.42
2.32032e-05,3.44,3.42
2.32042e-05,3.44,3.42
2.32052e-05,3.44,3.42
2.32062e-05,3.4,3.46
2.32072e-05,3.44,3.46
2.32082e-05,3.44,3.46
2.32092e-05,3.44,3.5
2.32102e-05,3.48,3.46
2.32112e-05,3.48,3.46
2.32122e-05,3.48,3.42
2.32132e-05,3.44,3.46
2.32142e-05,3.4,3.42
2.32152e-05,3.4,3.46
2.32162e-05,3.4,3.42
2.32172e-05,3.4,3.46
2.32182e-05,3.4,3.46
2.32192e-05,3.44,3.46
2.32202e-05,3.48,3.46
2.32212e-05,3.44,3.42
2.32222e-05,3.44,3.46
2.32232e-05,3.44,3.46
2.32242e-05,3.44,3.46
2.32252e-05,3.44,3.46
2.32262e-05,3.44,3.46
2.32272e-05,3.44,3.46
2.32282e-05,3.44,3.46
2.32292e-05,3.44,3.46
2.32302e-05,3.44,3.46
2.32312e-05,3.48,3.46
2.32322e-05,3.48,3.46
2.32332e-05,3.48,3.46
2.32342e-05,3.44,3.46
2.32352e-05,3.44,3.46
2.32362e-05,3.4,3.46
2.32372e-05,3.4,3.46
2.32382e-05,3.4,3.46
2.32392e-05,3.4,3.42
2.32402e-05,3.4,3.42
2.32412e-05,3.44,3.42
2.32422e-05,3.48,3.42
2.32432e-05,3.48,3.42
2.32442e-05,3.44,3.46
2.32452e-05,3.44,3.5
2.32462e-05,3.44,3.46
2.32472e-05,3.4,3.46
2.32482e-05,3.4,3.46
2.32492e-05,3.4,3.46
2.32502e-05,3.4,3.46
2.32512e-05,3.44,3.46
2.32522e-05,3.44,3.46
2.32532e-05,3.48,3.46
2.32542e-05,3.48,3.46
2.32552e-05,3.48,3.46
2.32562e-05,3.44,3.46
2.32572e-05,3.44,3.46
2.32582e-05,3.4,3.46
2.32592e-05,3.4,3.42
2.32602e-05,3.4,3.46
2.32612e-05,3.44,3.46
2.32622e-05,3.48,3.46
2.32632e-05,3.48,3.46
2.32642e-05,3.44,3.46
2.32652e-05,3.48,3.46
2.32662e-05,3.44,3.42
2.32672e-05,3.44,3.42
2.32682e-05,3.44,3.42
2.32692e-05,3.44,3.46
2.32702e-05,3.44,3.46
2.32712e-05,3.44,3.46
2.32722e-05,3.44,3.46
2.32732e-05,3.44,3.46
2.32742e-05,3.44,3.42
2.32752e-05,3.44,3.42
2.32762e-05,3.4,3.42
2.32772e-05,3.44,3.42
2.32782e-05,3.4,3.42
2.32792e-05,3.44,3.46
2.32802e-05,3.44,3.46
2.32812e-05,3.48,3.46
2.32822e-05,3.48,3.46
2.32832e-05,3.44,3.5
2.32842e-05,3.44,3.46
2.32852e-05,3.44,3.42
2.32862e-05,3.4,3.42
2.32872e-05,3.4,3.42
2.32882e-05,3.4,3.42
2.32892e-05,3.44,3.46
2.32902e-05,3.44,3.5
2.32912e-05,3.48,3.5
2.32922e-05,3.44,3.5
2.32932e-05,3.44,3.5
2.32942e-05,3.4,3.46
2.32952e-05,3.4,3.42
2.32962e-05,3.4,3.42
2.32972e-05,3.4,3.42
2.32982e-05,3.44,3.42
2.32992e-05,3.48,3.46
2.33002e-05,3.52,3.5
2.33012e-05,3.48,3.54
2.33022e-05,3.48,3.54
2.33032e-05,3.44,3.54
2.33042e-05,3.4,3.46
2.33052e-05,3.4,3.42
2.33062e-05,3.4,3.38
2.33072e-05,3.4,3.38
2.33082e-05,3.44,3.42
2.33092e-05,3.48,3.46
2.33102e-05,3.52,3.5
2.33112e-05,3.52,3.54
2.33122e-05,3.48,3.5
2.33132e-05,3.44,3.5
2.33142e-05,3.4,3.46
2.33152e-05,3.4,3.42
2.33162e-05,3.4,3.38
2.33172e-05,3.4,3.42
2.33182e-05,3.44,3.42
2.33192e-05,3.48,3.46
2.33202e-05,3.52,3.5
2.33212e-05,3.52,3.5
2.33222e-05,3.48,3.5
2.33232e-05,3.44,3.5
2.33242e-05,3.4,3.46
2.33252e-05,3.4,3.42
2.33262e-05,3.36,3.42
2.33272e-05,3.4,3.42
2.33282e-05,3.44,3.42
2.33292e-05,3.48,3.46
2.33302e-05,3.48,3.46
2.33312e-05,3.48,3.46
2.33322e-05,3.48,3.5
2.33332e-05,3.44,3.5
2.33342e-05,3.4,3.46
2.33352e-05,3.4,3.46
2.33362e-05,3.4,3.46
2.33372e-05,3.44,3.42
2.33382e-05,3.44,3.42
2.33392e-05,3.44,3.42
2.33402e-05,3.44,3.46
2.33412e-05,3.48,3.46
2.33422e-05,3.48,3.46
2.33432e-05,3.44,3.46
2.33442e-05,3.44,3.46
2.33452e-05,3.44,3.42
2.33462e-05,3.44,3.46
2.33472e-05,3.44,3.46
2.33482e-05,3.48,3.42
2.33492e-05,3.44,3.46
2.33502e-05,3.44,3.46
2.33512e-05,3.4,3.46
2.33522e-05,3.4,3.46
2.33532e-05,3.44,3.46
2.33542e-05,3.44,3.46
2.33552e-05,3.48,3.46
2.33562e-05,3.48,3.46
2.33572e-05,3.48,3.46
2.33582e-05,3.44,3.46
2.33592e-05,3.44,3.46
2.33602e-05,3.4,3.46
2.33612e-05,3.4,3.46
2.33622e-05,3.44,3.42
2.33632e-05,3.44,3.46
2.33642e-05,3.44,3.46
2.33652e-05,3.48,3.46
2.33662e-05,3.48,3.46
2.33672e-05,3.48,3.46
2.33682e-05,3.44,3.46
2.33692e-05,3.44,3.46
2.33702e-05,3.4,3.42
2.33712e-05,3.4,3.42
2.33722e-05,3.4,3.46
2.33732e-05,3.4,3.46
2.33742e-05,3.44,3.46
2.33752e-05,3.48,3.46
2.33762e-05,3.48,3.46
2.33772e-05,3.48,3.46
2.33782e-05,3.48,3.46
2.33792e-05,3.44,3.46
2.33802e-05,3.4,3.42
2.33812e-05,3.4,3.46
2.33822e-05,3.4,3.42
2.33832e-05,3.44,3.42
2.33842e-05,3.44,3.42
2.33852e-05,3.44,3.46
2.33862e-05,3.48,3.46
2.33872e-05,3.44,3.46
2.33882e-05,3.44,3.46
2.33892e-05,3.44,3.42
2.33902e-05,3.44,3.42
2.33912e-05,3.44,3.42
2.33922e-05,3.44,3.42
2.33932e-05,3.44,3.46
2.33942e-05,3.44,3.46
2.33952e-05,3.44,3.46
2.33962e-05,3.44,3.46
2.33972e-05,3.44,3.46
2.33982e-05,3.44,3.46
2.33992e-05,3.44,3.46
2.34002e-05,3.44,3.42
2.34012e-05,3.48,3.46
2.34022e-05,3.44,3.46
2.34032e-05,3.44,3.46
2.34042e-05,3.4,3.46
2.34052e-05,3.4,3.46
2.34062e-05,3.4,3.46
2.34072e-05,3.44,3.46
2.34082e-05,3.44,3.42
2.34092e-05,3.48,3.42
2.34102e-05,3.52,3.46
2.34112e-05,3.52,3.42
2.34122e-05,3.48,3.46
2.34132e-05,3.48,3.46
2.34142e-05,3.44,3.46
2.34152e-05,3.4,3.5
2.34162e-05,3.4,3.46
2.34172e-05,3.4,3.46
2.34182e-05,3.4,3.42
2.34192e-05,3.48,3.42
2.34202e-05,3.52,3.42
2.34212e-05,3.52,3.46
2.34222e-05,3.52,3.46
2.34232e-05,3.48,3.46
2.34242e-05,3.44,3.46
2.34252e-05,3.4,3.5
2.34262e-05,3.36,3.46
2.34272e-05,3.4,3.46
2.34282e-05,3.4,3.46
2.34292e-05,3.48,3.42
2.34302e-05,3.48,3.42
2.34312e-05,3.48,3.42
2.34322e-05,3.48,3.42
2.34332e-05,3.48,3.5
2.34342e-05,3.44,3.46
2.34352e-05,3.44,3.46
2.34362e-05,3.4,3.46
2.34372e-05,3.4,3.46
2.34382e-05,3.4,3.46
2.34392e-05,3.44,3.46
2.34402e-05,3.48,3.46
2.34412e-05,3.48,3.46
2.34422e-05,3.48,3.46
2.34432e-05,3.48,3.46
2.34442e-05,3.44,3.42
2.34452e-05,3.44,3.46
2.34462e-05,3.4,3.46
2.34472e-05,3.4,3.46
2.34482e-05,3.44,3.46
2.34492e-05,3.44,3.5
2.34502e-05,3.48,3.46
2.34512e-05,3.48,3.5
2.34522e-05,3.44,3.46
2.34532e-05,3.44,3.46
2.34542e-05,3.4,3.42
2.34552e-05,3.44,3.42
2.34562e-05,3.4,3.42
2.34572e-05,3.44,3.46
2.34582e-05,3.44,3.46
2.34592e-05,3.44,3.5
2.34602e-05,3.44,3.5
2.34612e-05,3.44,3.5
2.34622e-05,3.4,3.46
2.34632e-05,3.4,3.42
2.34642e-05,3.4,3.42
2.34652e-05,3.4,3.42
2.34662e-05,3.44,3.42
2.34672e-05,3.48,3.42
2.34682e-05,3.48,3.46
2.34692e-05,3.48,3.5
2.34702e-05,3.44,3.5
2.34712e-05,3.44,3.5
2.34722e-05,3.4,3.46
2.34732e-05,3.4,3.46
2.34742e-05,3.4,3.42
2.34752e-05,3.4,3.38
2.34762e-05,3.44,3.38
2.34772e-05,3.52,3.42
2.34782e-05,3.52,3.46
2.34792e-05,3.52,3.5
2.34802e-05,3.48,3.5
2.34812e-05,3.44,3.54
2.34822e-05,3.4,3.5
2.34832e-05,3.36,3.46
2.34842e-05,3.36,3.42
2.34852e-05,3.4,3.38
2.34862e-05,3.44,3.38
2.34872e-05,3.48,3.42
2.34882e-05,3.52,3.46
2.34892e-05,3.52,3.46
2.34902e-05,3.48,3.5
2.34912e-05,3.44,3.5
2.34922e-05,3.4,3.5
2.34932e-05,3.4,3.5
2.34942e-05,3.4,3.46
2.34952e-05,3.4,3.42
2.34962e-05,3.4,3.38
2.34972e-05,3.44,3.42
2.34982e-05,3.48,3.42
2.34992e-05,3.48,3.46
2.35002e-05,3.48,3.5
2.35012e-05,3.44,3.5
2.35022e-05,3.4,3.5
2.35032e-05,3.4,3.46
2.35042e-05,3.4,3.46
2.35052e-05,3.4,3.46
2.35062e-05,3.4,3.42
2.35072e-05,3.44,3.38
2.35082e-05,3.48,3.42
2.35092e-05,3.48,3.42
2.35102e-05,3.48,3.46
2.35112e-05,3.48,3.5
2.35122e-05,3.44,3.46
2.35132e-05,3.44,3.5
2.35142e-05,3.4,3.46
2.35152e-05,3.4,3.46
2.35162e-05,3.4,3.42
2.35172e-05,3.4,3.42
2.35182e-05,3.44,3.42
2.35192e-05,3.44,3.42
2.35202e-05,3.48,3.42
2.35212e-05,3.48,3.46
2.35222e-05,3.44,3.46
2.35232e-05,3.48,3.46
2.35242e-05,3.44,3.46
2.35252e-05,3.44,3.46
2.35262e-05,3.4,3.46
2.35272e-05,3.4,3.46
