Model,DPO2012
Firmware Version,1.56

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,1e-05,
Sample Interval,1e-09,
Filter Frequency,1e+08,
Record Length,100000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,10,10
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,1,1
Label,PPS board#1,PPS board#2
TIME,CH1,CH2
-3.86406e-05,0.08,-0.02
-3.86396e-05,0.04,-0.02
-3.86386e-05,0,-0.02
-3.86376e-05,0.04,-0.02
-3.86366e-05,0,0.02
-3.86356e-05,0.04,0.06
-3.86346e-05,0.08,0.1
-3.86336e-05,0.12,0.1
-3.86326e-05,0.12,0.1
-3.86316e-05,0.08,0.06
-3.86306e-05,0.08,0.02
-3.86296e-05,0.04,-0.02
-3.86286e-05,0.04,-0.06
-3.86276e-05,0.04,-0.06
-3.86266e-05,0,0.02
-3.86256e-05,0.04,0.06
-3.86246e-05,0.04,0.1
-3.86236e-05,0.08,0.1
-3.86226e-05,0.08,0.1
-3.86216e-05,0.08,0.06
-3.86206e-05,0.04,0.02
-3.86196e-05,0.04,-0.02
-3.86186e-05,0.04,-0.06
-3.86176e-05,0.04,-0.06
-3.86166e-05,0.04,-0.02
-3.86156e-05,0.04,0.02
-3.86146e-05,0.04,0.06
-3.86136e-05,0.08,0.06
-3.86126e-05,0.08,0.1
-3.86116e-05,0.12,0.06
-3.86106e-05,0.08,0.06
-3.86096e-05,0.08,0.02
-3.86086e-05,0.04,-0.02
-3.86076e-05,0.04,-0.02
-3.86066e-05,0.04,-0.02
-3.86056e-05,0.04,0.02
-3.86046e-05,0.08,0.06
-3.86036e-05,0.08,0.06
-3.86026e-05,0.08,0.1
-3.86016e-05,0.08,0.06
-3.86006e-05,0.04,0.06
-3.85996e-05,0.08,0.02
-3.85986e-05,0.04,0.02
-3.85976e-05,0.04,0.02
-3.85966e-05,0.04,0.02
-3.85956e-05,0.04,0.06
-3.85946e-05,0.04,0.06
-3.85936e-05,0.04,0.06
-3.85926e-05,0.04,0.06
-3.85916e-05,0.04,0.02
-3.85906e-05,0.04,0.06
-3.85896e-05,0.04,0.02
-3.85886e-05,0.04,0.06
-3.85876e-05,0.04,0.02
-3.85866e-05,0.08,0.06
-3.85856e-05,0.08,0.02
-3.85846e-05,0.08,0.06
-3.85836e-05,0.08,0.02
-3.85826e-05,0.04,0.02
-3.85816e-05,0.04,0.02
-3.85806e-05,0.04,0.02
-3.85796e-05,0.04,0.02
-3.85786e-05,0.04,0.06
-3.85776e-05,0.08,0.06
-3.85766e-05,0.04,0.1
-3.85756e-05,0.08,0.06
-3.85746e-05,0.08,0.06
-3.85736e-05,0.08,0.02
-3.85726e-05,0.04,0.02
-3.85716e-05,0.04,-0.02
-3.85706e-05,0.04,0.02
-3.85696e-05,0.04,0.02
-3.85686e-05,0.04,0.06
-3.85676e-05,0.08,0.1
-3.85666e-05,0.08,0.1
-3.85656e-05,0.08,0.06
-3.85646e-05,0.08,0.02
-3.85636e-05,0.08,-0.02
-3.85626e-05,0.04,-0.02
-3.85616e-05,0.04,-0.06
-3.85606e-05,0,-0.02
-3.85596e-05,0.04,0.02
-3.85586e-05,0.04,0.1
-3.85576e-05,0.08,0.06
-3.85566e-05,0.08,0.1
-3.85556e-05,0.12,0.06
-3.85546e-05,0.08,0.06
-3.85536e-05,0.08,0.02
-3.85526e-05,0.08,-0.02
-3.85516e-05,0.04,-0.02
-3.85506e-05,0.04,-0.02
-3.85496e-05,0.04,0.02
-3.85486e-05,0,0.06
-3.85476e-05,0.04,0.06
-3.85466e-05,0.04,0.1
-3.85456e-05,0.08,0.06
-3.85446e-05,0.08,0.06
-3.85436e-05,0.08,0.02
-3.85426e-05,0.08,0.02
-3.85416e-05,0.08,-0.02
-3.85406e-05,0.08,0.02
-3.85396e-05,0.04,0.02
-3.85386e-05,0.04,0.06
-3.85376e-05,0.04,0.06
-3.85366e-05,0.08,0.06
-3.85356e-05,0.08,0.02
-3.85346e-05,0.08,0.06
-3.85336e-05,0.08,0.02
-3.85326e-05,0.08,0.02
-3.85316e-05,0.08,-0.02
-3.85306e-05,0.08,0.02
-3.85296e-05,0.08,0.06
-3.85286e-05,0.04,0.06
-3.85276e-05,0.08,0.06
-3.85266e-05,0.04,0.06
-3.85256e-05,0.08,0.02
-3.85246e-05,0.04,0.02
-3.85236e-05,0.04,0.02
-3.85226e-05,0.04,0.02
-3.85216e-05,0.04,0.02
-3.85206e-05,0.04,0.02
-3.85196e-05,0.04,0.02
-3.85186e-05,0.04,0.06
-3.85176e-05,0.04,0.02
-3.85166e-05,0.04,0.02
-3.85156e-05,0.08,0.02
-3.85146e-05,0.08,0.06
-3.85136e-05,0.08,0.02
-3.85126e-05,0.08,0.06
-3.85116e-05,0.04,0.02
-3.85106e-05,0.08,0.06
-3.85096e-05,0.08,0.02
-3.85086e-05,0.08,0.02
-3.85076e-05,0.08,0.02
-3.85066e-05,0.08,0.02
-3.85056e-05,0.08,0.02
-3.85046e-05,0.04,0.02
-3.85036e-05,0.04,0.02
-3.85026e-05,0.04,0.02
-3.85016e-05,0.08,0.02
-3.85006e-05,0.08,0.06
-3.84996e-05,0.08,0.06
-3.84986e-05,0.08,0.06
-3.84976e-05,0.08,0.02
-3.84966e-05,0.04,0.02
-3.84956e-05,0.08,0.02
-3.84946e-05,0.04,0.06
-3.84936e-05,0.04,0.02
-3.84926e-05,0.04,0.02
-3.84916e-05,0.04,0.02
-3.84906e-05,0.04,0.06
-3.84896e-05,0.04,0.02
-3.84886e-05,0.04,0.06
-3.84876e-05,0.04,0.06
-3.84866e-05,0.04,0.06
-3.84856e-05,0.08,0.06
-3.84846e-05,0.08,0.06
-3.84836e-05,0.04,0.06
-3.84826e-05,0.04,0.02
-3.84816e-05,0.04,0.02
-3.84806e-05,0.04,0.02
-3.84796e-05,0.04,0.02
-3.84786e-05,0.04,0.02
-3.84776e-05,0.04,0.02
-3.84766e-05,0.04,0.06
-3.84756e-05,0.08,0.06
-3.84746e-05,0.08,0.06
-3.84736e-05,0.08,0.06
-3.84726e-05,0.08,0.06
-3.84716e-05,0.08,0.02
-3.84706e-05,0.04,-0.02
-3.84696e-05,0.04,-0.02
-3.84686e-05,0.04,0.02
-3.84676e-05,0.04,0.02
-3.84666e-05,0.04,0.06
-3.84656e-05,0.08,0.1
-3.84646e-05,0.12,0.1
-3.84636e-05,0.08,0.1
-3.84626e-05,0.08,0.06
-3.84616e-05,0.04,0.02
-3.84606e-05,0.04,0.02
-3.84596e-05,0.04,-0.02
-3.84586e-05,0.04,0.02
-3.84576e-05,0.04,0.02
-3.84566e-05,0.04,0.06
-3.84556e-05,0.08,0.06
-3.84546e-05,0.08,0.1
-3.84536e-05,0.08,0.06
-3.84526e-05,0.08,0.06
-3.84516e-05,0.04,0.02
-3.84506e-05,0.04,-0.02
-3.84496e-05,0.04,-0.02
-3.84486e-05,0.04,-0.02
-3.84476e-05,0.04,0.02
-3.84466e-05,0.04,0.06
-3.84456e-05,0.04,0.06
-3.84446e-05,0.08,0.1
-3.84436e-05,0.08,0.06
-3.84426e-05,0.08,0.06
-3.84416e-05,0.04,0.02
-3.84406e-05,0.04,-0.02
-3.84396e-05,0.04,-0.02
-3.84386e-05,0.04,-0.02
-3.84376e-05,0.04,0.02
-3.84366e-05,0.04,0.06
-3.84356e-05,0.04,0.06
-3.84346e-05,0.08,0.1
-3.84336e-05,0.08,0.06
-3.84326e-05,0.08,0.06
-3.84316e-05,0.04,0.02
-3.84306e-05,0.04,0.02
-3.84296e-05,0.04,-0.02
-3.84286e-05,0.04,0.02
-3.84276e-05,0.04,-0.02
-3.84266e-05,0.04,0.02
-3.84256e-05,0.08,0.02
-3.84246e-05,0.04,0.06
-3.84236e-05,0.08,0.06
-3.84226e-05,0.08,0.06
-3.84216e-05,0.08,0.02
-3.84206e-05,0.08,0.02
-3.84196e-05,0.08,0.02
-3.84186e-05,0.04,0.02
-3.84176e-05,0.04,0.02
-3.84166e-05,0.04,0.02
-3.84156e-05,0.08,0.02
-3.84146e-05,0.08,0.02
-3.84136e-05,0.04,0.02
-3.84126e-05,0.04,0.02
-3.84116e-05,0.08,0.02
-3.84106e-05,0.04,0.02
-3.84096e-05,0.08,0.02
-3.84086e-05,0.04,0.06
-3.84076e-05,0.08,0.02
-3.84066e-05,0.08,0.02
-3.84056e-05,0.04,0.02
-3.84046e-05,0.04,0.02
-3.84036e-05,0.04,0.02
-3.84026e-05,0.04,0.02
-3.84016e-05,0.04,0.02
-3.84006e-05,0.04,0.06
-3.83996e-05,0.04,0.02
-3.83986e-05,0.08,0.02
-3.83976e-05,0.08,0.02
-3.83966e-05,0.08,0.06
-3.83956e-05,0.08,0.02
-3.83946e-05,0.08,0.02
-3.83936e-05,0.08,0.02
-3.83926e-05,0.08,0.02
-3.83916e-05,0.04,0.02
-3.83906e-05,0.04,0.06
-3.83896e-05,0.04,0.1
-3.83886e-05,0.08,0.1
-3.83876e-05,0.08,0.1
-3.83866e-05,0.08,0.06
-3.83856e-05,0.08,0.02
-3.83846e-05,0.08,0.02
-3.83836e-05,0.08,-0.02
-3.83826e-05,0.04,-0.02
-3.83816e-05,0.04,-0.02
-3.83806e-05,0.04,0.02
-3.83796e-05,0.04,0.06
-3.83786e-05,0.08,0.06
-3.83776e-05,0.08,0.06
-3.83766e-05,0.12,0.1
-3.83756e-05,0.08,0.02
-3.83746e-05,0.08,0.02
-3.83736e-05,0.04,-0.02
-3.83726e-05,0.04,-0.02
-3.83716e-05,0.04,-0.02
-3.83706e-05,0.04,0.02
-3.83696e-05,0.04,0.06
-3.83686e-05,0.04,0.1
-3.83676e-05,0.08,0.1
-3.83666e-05,0.08,0.06
-3.83656e-05,0.08,0.02
-3.83646e-05,0.08,0.02
-3.83636e-05,0.04,-0.02
-3.83626e-05,0.04,-0.02
-3.83616e-05,0.04,-0.02
-3.83606e-05,0.04,0.02
-3.83596e-05,0.04,0.06
-3.83586e-05,0.04,0.06
-3.83576e-05,0.08,0.06
-3.83566e-05,0.08,0.1
-3.83556e-05,0.12,0.06
-3.83546e-05,0.08,0.02
-3.83536e-05,0.08,-0.02
-3.83526e-05,0.04,-0.02
-3.83516e-05,0.04,-0.02
-3.83506e-05,0,-0.02
-3.83496e-05,0.04,0.02
-3.83486e-05,0.08,0.1
-3.83476e-05,0.08,0.1
-3.83466e-05,0.08,0.1
-3.83456e-05,0.08,0.06
-3.83446e-05,0.08,0.02
-3.83436e-05,0.04,0.02
-3.83426e-05,0.04,-0.02
-3.83416e-05,0.04,-0.02
-3.83406e-05,0.04,0.02
-3.83396e-05,0.04,0.02
-3.83386e-05,0.04,0.06
-3.83376e-05,0.08,0.1
-3.83366e-05,0.08,0.1
-3.83356e-05,0.08,0.06
-3.83346e-05,0.08,0.02
-3.83336e-05,0.08,-0.02
-3.83326e-05,0.04,0.02
-3.83316e-05,0.04,0.02
-3.83306e-05,0.04,0.02
-3.83296e-05,0,0.02
-3.83286e-05,0.04,0.02
-3.83276e-05,0.08,0.06
-3.83266e-05,0.08,0.1
-3.83256e-05,0.08,0.06
-3.83246e-05,0.08,0.06
-3.83236e-05,0.04,0.02
-3.83226e-05,0.04,0.02
-3.83216e-05,0.04,-0.02
-3.83206e-05,0.04,0.02
-3.83196e-05,0.04,0.02
-3.83186e-05,0.04,0.06
-3.83176e-05,0.04,0.06
-3.83166e-05,0.08,0.06
-3.83156e-05,0.08,0.06
-3.83146e-05,0.08,0.02
-3.83136e-05,0.08,0.02
-3.83126e-05,0.04,0.02
-3.83116e-05,0.04,0.02
-3.83106e-05,0.04,0.02
-3.83096e-05,0.04,0.02
-3.83086e-05,0.04,0.06
-3.83076e-05,0.08,0.02
-3.83066e-05,0.04,0.06
-3.83056e-05,0.04,0.06
-3.83046e-05,0.04,0.02
-3.83036e-05,0.04,0.02
-3.83026e-05,0.04,0.02
-3.83016e-05,0.04,0.02
-3.83006e-05,0.04,0.02
-3.82996e-05,0.04,0.02
-3.82986e-05,0.04,0.06
-3.82976e-05,0.04,0.02
-3.82966e-05,0.04,0.06
-3.82956e-05,0.04,0.06
-3.82946e-05,0.04,0.06
-3.82936e-05,0.04,0.06
-3.82926e-05,0.04,0.06
-3.82916e-05,0.08,0.02
-3.82906e-05,0.08,0.06
-3.82896e-05,0.08,0.06
-3.82886e-05,0.08,0.06
-3.82876e-05,0.08,0.06
-3.82866e-05,0.08,0.06
-3.82856e-05,0.08,0.02
-3.82846e-05,0.04,0.06
-3.82836e-05,0.04,0.02
-3.82826e-05,0.04,0.06
-3.82816e-05,0.08,0.02
-3.82806e-05,0.08,0.02
-3.82796e-05,0.04,0.02
-3.82786e-05,0.08,0.02
-3.82776e-05,0.08,0.02
-3.82766e-05,0.08,0.06
-3.82756e-05,0.04,0.02
-3.82746e-05,0.04,0.02
-3.82736e-05,0.04,0.02
-3.82726e-05,0.04,0.06
-3.82716e-05,0.04,0.06
-3.82706e-05,0.08,0.06
-3.82696e-05,0.08,0.02
-3.82686e-05,0.08,0.02
-3.82676e-05,0.08,0.02
-3.82666e-05,0.04,0.02
-3.82656e-05,0.04,0.02
-3.82646e-05,0.04,0.06
-3.82636e-05,0.08,0.02
-3.82626e-05,0.04,0.06
-3.82616e-05,0.08,0.06
-3.82606e-05,0.08,0.06
-3.82596e-05,0.08,0.02
-3.82586e-05,0.08,0.02
-3.82576e-05,0.08,-0.02
-3.82566e-05,0.04,0.02
-3.82556e-05,0.04,0.02
-3.82546e-05,0.04,0.02
-3.82536e-05,0.04,0.02
-3.82526e-05,0.04,0.06
-3.82516e-05,0.04,0.06
-3.82506e-05,0.08,0.06
-3.82496e-05,0.08,0.02
-3.82486e-05,0.08,0.02
-3.82476e-05,0.08,0.02
-3.82466e-05,0.08,0.02
-3.82456e-05,0.04,0.02
-3.82446e-05,0.04,0.06
-3.82436e-05,0.04,0.06
-3.82426e-05,0.04,0.06
-3.82416e-05,0.04,0.06
-3.82406e-05,0.04,0.06
-3.82396e-05,0.08,0.06
-3.82386e-05,0.08,0.06
-3.82376e-05,0.12,0.02
-3.82366e-05,0.08,0.02
-3.82356e-05,0.08,0.02
-3.82346e-05,0.08,0.02
-3.82336e-05,0.04,0.06
-3.82326e-05,0.04,0.06
-3.82316e-05,0.04,0.06
-3.82306e-05,0.04,0.06
-3.82296e-05,0.08,0.02
-3.82286e-05,0.08,0.06
-3.82276e-05,0.08,0.02
-3.82266e-05,0.08,0.02
-3.82256e-05,0.08,0.02
-3.82246e-05,0.08,0.02
-3.82236e-05,0.04,0.02
-3.82226e-05,0.04,0.06
-3.82216e-05,0,0.02
-3.82206e-05,0.04,0.02
-3.82196e-05,0.04,0.02
-3.82186e-05,0.04,0.06
-3.82176e-05,0.08,0.06
-3.82166e-05,0.08,0.06
-3.82156e-05,0.08,0.02
-3.82146e-05,0.08,0.02
-3.82136e-05,0.08,-0.02
-3.82126e-05,0.04,0.02
-3.82116e-05,0.04,-0.02
-3.82106e-05,0.04,0.02
-3.82096e-05,0.04,0.02
-3.82086e-05,0.04,0.06
-3.82076e-05,0.04,0.06
-3.82066e-05,0.08,0.06
-3.82056e-05,0.08,0.02
-3.82046e-05,0.08,0.02
-3.82036e-05,0.08,0.02
-3.82026e-05,0.04,0.02
-3.82016e-05,0.04,-0.02
-3.82006e-05,0,0.02
-3.81996e-05,0.04,0.02
-3.81986e-05,0.04,0.06
-3.81976e-05,0.08,0.06
-3.81966e-05,0.08,0.06
-3.81956e-05,0.08,0.06
-3.81946e-05,0.08,0.02
-3.81936e-05,0.08,-0.02
-3.81926e-05,0.04,-0.02
-3.81916e-05,0.04,-0.02
-3.81906e-05,0.04,0.02
-3.81896e-05,0.04,0.02
-3.81886e-05,0.04,0.06
-3.81876e-05,0.08,0.06
-3.81866e-05,0.08,0.1
-3.81856e-05,0.08,0.06
-3.81846e-05,0.08,0.02
-3.81836e-05,0.08,-0.02
-3.81826e-05,0.04,-0.02
-3.81816e-05,0,-0.02
-3.81806e-05,0.04,0.02
-3.81796e-05,0.04,0.06
-3.81786e-05,0.04,0.06
-3.81776e-05,0.08,0.1
-3.81766e-05,0.08,0.1
-3.81756e-05,0.08,0.06
-3.81746e-05,0.08,0.02
-3.81736e-05,0.08,-0.02
-3.81726e-05,0.08,-0.02
-3.81716e-05,0.04,-0.02
-3.81706e-05,0.04,0.02
-3.81696e-05,0.04,0.02
-3.81686e-05,0.04,0.06
-3.81676e-05,0.08,0.06
-3.81666e-05,0.04,0.06
-3.81656e-05,0.04,0.02
-3.81646e-05,0.04,0.02
-3.81636e-05,0.04,-0.02
-3.81626e-05,0.04,-0.02
-3.81616e-05,0.04,-0.02
-3.81606e-05,0.04,0.02
-3.81596e-05,0.08,0.06
-3.81586e-05,0.08,0.06
-3.81576e-05,0.08,0.06
-3.81566e-05,0.08,0.06
-3.81556e-05,0.08,0.02
-3.81546e-05,0.04,-0.02
-3.81536e-05,0.04,-0.02
-3.81526e-05,0.04,-0.02
-3.81516e-05,0.04,0.02
-3.81506e-05,0.08,0.06
-3.81496e-05,0.08,0.06
-3.81486e-05,0.12,0.06
-3.81476e-05,0.08,0.06
-3.81466e-05,0.08,0.06
-3.81456e-05,0.08,0.02
-3.81446e-05,0,-0.02
-3.81436e-05,0,-0.02
-3.81426e-05,0,0.02
-3.81416e-05,0.04,0.02
-3.81406e-05,0.04,0.06
-3.81396e-05,0.08,0.06
-3.81386e-05,0.12,0.1
-3.81376e-05,0.08,0.06
-3.81366e-05,0.08,0.02
-3.81356e-05,0.08,-0.02
-3.81346e-05,0.04,-0.02
-3.81336e-05,0.04,-0.02
-3.81326e-05,0,0.02
-3.81316e-05,0.04,0.02
-3.81306e-05,0.08,0.06
-3.81296e-05,0.08,0.06
-3.81286e-05,0.12,0.06
-3.81276e-05,0.12,0.06
-3.81266e-05,0.08,0.02
-3.81256e-05,0.04,-0.02
-3.81246e-05,0.04,-0.02
-3.81236e-05,0.04,-0.02
-3.81226e-05,0,0.02
-3.81216e-05,0.04,0.02
-3.81206e-05,0.04,0.1
-3.81196e-05,0.08,0.06
-3.81186e-05,0.08,0.1
-3.81176e-05,0.08,0.06
-3.81166e-05,0.08,0.06
-3.81156e-05,0.08,-0.02
-3.81146e-05,0.04,-0.02
-3.81136e-05,0,0.02
-3.81126e-05,0.04,0.02
-3.81116e-05,0.04,0.06
-3.81106e-05,0.08,0.06
-3.81096e-05,0.08,0.06
-3.81086e-05,0.08,0.06
-3.81076e-05,0.08,0.02
-3.81066e-05,0.08,0.06
-3.81056e-05,0.04,0.02
-3.81046e-05,0.04,0.02
-3.81036e-05,0.04,0.02
-3.81026e-05,0.04,0.02
-3.81016e-05,0.04,0.02
-3.81006e-05,0.04,0.02
-3.80996e-05,0.08,0.02
-3.80986e-05,0.04,0.02
-3.80976e-05,0.08,0.02
-3.80966e-05,0.08,0.02
-3.80956e-05,0.08,0.02
-3.80946e-05,0.08,0.02
-3.80936e-05,0.08,0.02
-3.80926e-05,0.08,0.06
-3.80916e-05,0.08,0.02
-3.80906e-05,0.08,0.02
-3.80896e-05,0.08,0.02
-3.80886e-05,0.08,0.02
-3.80876e-05,0.08,0.02
-3.80866e-05,0.08,0.02
-3.80856e-05,0.08,0.02
-3.80846e-05,0.08,0.06
-3.80836e-05,0.08,0.06
-3.80826e-05,0.08,0.06
-3.80816e-05,0.08,0.02
-3.80806e-05,0.08,0.02
-3.80796e-05,0.08,-0.02
-3.80786e-05,0.04,-0.02
-3.80776e-05,0.04,-0.02
-3.80766e-05,0.04,0.02
-3.80756e-05,0.04,0.02
-3.80746e-05,0.04,0.06
-3.80736e-05,0.08,0.06
-3.80726e-05,0.12,0.06
-3.80716e-05,0.12,0.02
-3.80706e-05,0.12,0.02
-3.80696e-05,0.08,0.02
-3.80686e-05,0.08,-0.02
-3.80676e-05,0.04,-0.02
-3.80666e-05,0,0.02
-3.80656e-05,0.04,0.02
-3.80646e-05,0.04,0.06
-3.80636e-05,0.04,0.06
-3.80626e-05,0.08,0.06
-3.80616e-05,0.12,0.06
-3.80606e-05,0.12,0.02
-3.80596e-05,0.12,0.02
-3.80586e-05,0.08,-0.02
-3.80576e-05,0.08,-0.02
-3.80566e-05,0.04,0.02
-3.80556e-05,0.04,0.02
-3.80546e-05,0.04,0.06
-3.80536e-05,0.04,0.06
-3.80526e-05,0.08,0.06
-3.80516e-05,0.08,0.02
-3.80506e-05,0.08,0.02
-3.80496e-05,0.08,-0.02
-3.80486e-05,0.08,-0.02
-3.80476e-05,0.08,-0.02
-3.80466e-05,0.04,0.02
-3.80456e-05,0.04,0.02
-3.80446e-05,0.04,0.02
-3.80436e-05,0.04,0.02
-3.80426e-05,0.04,0.06
-3.80416e-05,0.08,0.06
-3.80406e-05,0.08,0.1
-3.80396e-05,0.08,0.06
-3.80386e-05,0.08,0.06
-3.80376e-05,0.08,0.02
-3.80366e-05,0.08,0.02
-3.80356e-05,0.08,0.02
-3.80346e-05,0.04,0.02
-3.80336e-05,0.04,0.02
-3.80326e-05,0.04,0.06
-3.80316e-05,0.04,0.06
-3.80306e-05,0.08,0.1
-3.80296e-05,0.08,0.1
-3.80286e-05,0.08,0.1
-3.80276e-05,0.08,0.06
-3.80266e-05,0.08,0.02
-3.80256e-05,0.04,-0.02
-3.80246e-05,0.04,0.02
-3.80236e-05,0.04,-0.02
-3.80226e-05,0.04,0.02
-3.80216e-05,0.04,0.02
-3.80206e-05,0.04,0.06
-3.80196e-05,0.08,0.06
-3.80186e-05,0.08,0.06
-3.80176e-05,0.08,0.02
-3.80166e-05,0.08,0.02
-3.80156e-05,0.08,-0.02
-3.80146e-05,0.08,-0.02
-3.80136e-05,0.04,-0.02
-3.80126e-05,0.04,0.02
-3.80116e-05,0.08,0.06
-3.80106e-05,0.04,0.06
-3.80096e-05,0.08,0.1
-3.80086e-05,0.08,0.1
-3.80076e-05,0.08,0.06
-3.80066e-05,0.08,0.06
-3.80056e-05,0.08,0.02
-3.80046e-05,0.04,-0.02
-3.80036e-05,0.08,-0.02
-3.80026e-05,0.04,0.02
-3.80016e-05,0.04,0.02
-3.80006e-05,0.04,0.06
-3.79996e-05,0.04,0.1
-3.79986e-05,0.04,0.1
-3.79976e-05,0.08,0.06
-3.79966e-05,0.08,0.06
-3.79956e-05,0.08,0.02
-3.79946e-05,0.08,-0.02
-3.79936e-05,0.08,-0.02
-3.79926e-05,0.08,0.02
-3.79916e-05,0.08,0.02
-3.79906e-05,0.08,0.06
-3.79896e-05,0.04,0.06
-3.79886e-05,0.04,0.06
-3.79876e-05,0.08,0.06
-3.79866e-05,0.08,0.06
-3.79856e-05,0.08,0.02
-3.79846e-05,0.08,0.02
-3.79836e-05,0.08,0.02
-3.79826e-05,0.04,0.02
-3.79816e-05,0.08,0.02
-3.79806e-05,0.08,0.06
-3.79796e-05,0.08,0.06
-3.79786e-05,0.08,0.06
-3.79776e-05,0.04,0.06
-3.79766e-05,0.04,0.06
-3.79756e-05,0.04,0.02
-3.79746e-05,0.04,0.02
-3.79736e-05,0.04,0.02
-3.79726e-05,0.04,0.02
-3.79716e-05,0.08,0.02
-3.79706e-05,0.08,0.06
-3.79696e-05,0.08,0.02
-3.79686e-05,0.08,0.06
-3.79676e-05,0.08,0.02
-3.79666e-05,0.08,0.02
-3.79656e-05,0.04,0.02
-3.79646e-05,0.04,0.02
-3.79636e-05,0.04,0.02
-3.79626e-05,0.04,0.06
-3.79616e-05,0.08,0.06
-3.79606e-05,0.08,0.06
-3.79596e-05,0.08,0.06
-3.79586e-05,0.08,0.06
-3.79576e-05,0.08,0.02
-3.79566e-05,0.08,0.02
-3.79556e-05,0.04,0.02
-3.79546e-05,0.04,0.02
-3.79536e-05,0.04,0.02
-3.79526e-05,0.04,0.06
-3.79516e-05,0.04,0.06
-3.79506e-05,0.08,0.06
-3.79496e-05,0.08,0.06
-3.79486e-05,0.08,0.06
-3.79476e-05,0.08,0.02
-3.79466e-05,0.04,0.02
-3.79456e-05,0.04,0.02
-3.79446e-05,0.04,-0.02
-3.79436e-05,0.04,-0.02
-3.79426e-05,0.04,0.02
-3.79416e-05,0.04,0.02
-3.79406e-05,0.04,0.06
-3.79396e-05,0.08,0.06
-3.79386e-05,0.08,0.06
-3.79376e-05,0.08,0.06
-3.79366e-05,0.08,0.06
-3.79356e-05,0.04,0.02
-3.79346e-05,0.04,0.02
-3.79336e-05,0,0.02
-3.79326e-05,0.04,0.02
-3.79316e-05,0.04,0.06
-3.79306e-05,0.04,0.06
-3.79296e-05,0.04,0.06
-3.79286e-05,0.04,0.1
-3.79276e-05,0.08,0.06
-3.79266e-05,0.04,0.06
-3.79256e-05,0.08,0.02
-3.79246e-05,0.04,0.06
-3.79236e-05,0.04,0.02
-3.79226e-05,0,0.02
-3.79216e-05,0.04,0.02
-3.79206e-05,0.04,0.02
-3.79196e-05,0.08,0.06
-3.79186e-05,0.08,0.06
-3.79176e-05,0.08,0.06
-3.79166e-05,0.08,0.06
-3.79156e-05,0.08,0.02
-3.79146e-05,0.04,0.02
-3.79136e-05,0.04,0.02
-3.79126e-05,0.04,0.02
-3.79116e-05,0.04,0.02
-3.79106e-05,0.04,0.06
-3.79096e-05,0.04,0.02
-3.79086e-05,0.04,0.06
-3.79076e-05,0.08,0.02
-3.79066e-05,0.08,0.06
-3.79056e-05,0.08,0.02
-3.79046e-05,0.08,0.02
-3.79036e-05,0.08,0.02
-3.79026e-05,0.08,0.02
-3.79016e-05,0.04,0.02
-3.79006e-05,0.04,0.02
-3.78996e-05,0.04,0.02
-3.78986e-05,0.04,0.06
-3.78976e-05,0.04,0.02
-3.78966e-05,0.04,0.06
-3.78956e-05,0.04,0.06
-3.78946e-05,0.04,0.06
-3.78936e-05,0.08,0.02
-3.78926e-05,0.08,0.06
-3.78916e-05,0.08,0.02
-3.78906e-05,0.08,0.02
-3.78896e-05,0.04,0.02
-3.78886e-05,0.04,0.02
-3.78876e-05,0.04,0.02
-3.78866e-05,0.04,0.02
-3.78856e-05,0.04,0.06
-3.78846e-05,0.08,0.1
-3.78836e-05,0.08,0.1
-3.78826e-05,0.08,0.1
-3.78816e-05,0.08,0.06
-3.78806e-05,0.08,0.06
-3.78796e-05,0.08,-0.02
-3.78786e-05,0.04,-0.02
-3.78776e-05,0.04,-0.02
-3.78766e-05,0.04,0.02
-3.78756e-05,0.04,0.02
-3.78746e-05,0.04,0.1
-3.78736e-05,0.08,0.1
-3.78726e-05,0.08,0.1
-3.78716e-05,0.12,0.06
-3.78706e-05,0.08,0.06
-3.78696e-05,0.08,-0.02
-3.78686e-05,0.04,-0.02
-3.78676e-05,0,-0.06
-3.78666e-05,0,-0.02
-3.78656e-05,0.04,0.02
-3.78646e-05,0.04,0.06
-3.78636e-05,0.08,0.1
-3.78626e-05,0.08,0.1
-3.78616e-05,0.12,0.1
-3.78606e-05,0.12,0.06
-3.78596e-05,0.08,-0.02
-3.78586e-05,0.04,-0.06
-3.78576e-05,0,-0.06
-3.78566e-05,0,-0.02
-3.78556e-05,0,-0.02
-3.78546e-05,0,0.06
-3.78536e-05,0.04,0.1
-3.78526e-05,0.08,0.1
-3.78516e-05,0.12,0.1
-3.78506e-05,0.08,0.1
-3.78496e-05,0.08,0.02
-3.78486e-05,0.04,0.02
-3.78476e-05,0.04,-0.02
-3.78466e-05,0,-0.02
-3.78456e-05,0,-0.02
-3.78446e-05,0.04,0.06
-3.78436e-05,0.04,0.06
-3.78426e-05,0.04,0.1
-3.78416e-05,0.08,0.06
-3.78406e-05,0.08,0.06
-3.78396e-05,0.08,0.02
-3.78386e-05,0.08,0.02
-3.78376e-05,0.08,-0.02
-3.78366e-05,0.04,-0.02
-3.78356e-05,0.04,-0.02
-3.78346e-05,0.04,0.02
-3.78336e-05,0.04,0.06
