;Analog;;;;;;;;;;;Digital;;;;;Trigger;;;;;;;;;Acquisition;;;;Analog;;;;;;Digital;;;;;;;;;;
;;Name;Alias;Channel Coupling;Bandwidth Limit;Input Impedance;Probe Attenuation;Volts Per Division;Vertical Offset (V);ΔT (ns);;;Name;Alias;ΔT (ns);;;Type;Delay (s);Reason;Edge;Source;Level (V);Hysteresis;;;Mode;;;;Name;Measurement Mode;Null Offset;;;;Name;Direction;;;;;;;;;
;;1;PPS direct;DC;Full Bandwidth;1 MΩ;10X;1 V/;-3,000000;2,0000;;;D1;PPS feedback;1,0000;;;Edge;00,000;Triggered;Rising;PPS direct (1);2,00;Noise Reject;;;Sample;;;;DMM;Continuity;Off;;;;0;Input;;;;;;;;;;;
;;2;PPS feedback;DC;Full Bandwidth;1 MΩ;10X;1 V/;-2,000000;2,0000;;;D0;PPS direct;1,0000;;;;;;;;;;;;;;;;;;;;;;1;Input;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;Input;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;Input;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;Input;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;Input;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;Input;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;Input;;;;;;;;;;;
MIXED SIGNAL OSCILLOSCOPE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DIGITAL MULTIMETER;;;;;;DIGITAL I/O;;;;;;;;;;
Data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Data;;;;;;Data;;;;;;;;;;
;Analog;;;;;Digital;;;;;;;;;;;;;;;;;;;;;;;;Analog;;;;;;Digital;;;;;;;;;;
;;Timestamps (ns);PPS direct;PPS feedback;;;Timestamps (ns);PPS feedback;PPS direct;;;;;;;;;;;;;;;;;;;;;;DMM;;;;;;0;1;2;3;4;5;6;7;;;
;;-72;0,0370370370370368;0,024691358024691;;;-69;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;0;0;0;0;0;0;0;;;
;;-70;0,0370370370370368;0,024691358024691;;;-68;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-68;0,0370370370370368;-0,0164609053497946;;;-67;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-66;-0,00411522633744843;-0,0576131687242802;;;-66;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-64;0,0370370370370368;-0,0164609053497946;;;-65;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-62;0,0370370370370368;-0,0164609053497946;;;-64;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-60;0,0370370370370368;0,024691358024691;;;-63;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-58;0,0370370370370368;-0,0164609053497946;;;-62;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-56;0,0370370370370368;-0,0164609053497946;;;-61;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-54;0,0370370370370368;-0,0576131687242802;;;-60;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-52;0,0370370370370368;-0,0164609053497946;;;-59;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-50;0,0370370370370368;-0,0164609053497946;;;-58;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-48;0,0370370370370368;-0,0164609053497946;;;-57;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-46;0,0370370370370368;-0,0164609053497946;;;-56;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-44;0,0370370370370368;-0,0164609053497946;;;-55;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-42;0,0370370370370368;-0,0164609053497946;;;-54;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-40;-0,00411522633744843;-0,0164609053497946;;;-53;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-38;-0,00411522633744843;-0,0164609053497946;;;-52;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-36;0,0370370370370368;-0,0164609053497946;;;-51;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-34;0,0370370370370368;-0,0164609053497946;;;-50;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-32;-0,00411522633744843;-0,0164609053497946;;;-49;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-30;-0,0452674897119341;-0,0164609053497946;;;-48;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-28;-0,00411522633744843;-0,0164609053497946;;;-47;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-26;0,0370370370370368;-0,0164609053497946;;;-46;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-24;0,0781893004115224;0,024691358024691;;;-45;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-22;0,0370370370370368;-0,0164609053497946;;;-44;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-20;-0,00411522633744843;-0,0164609053497946;;;-43;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-18;0,0370370370370368;-0,0164609053497946;;;-42;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-16;0,0370370370370368;0,024691358024691;;;-41;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-14;0,0370370370370368;0,024691358024691;;;-40;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-12;0,0370370370370368;0,024691358024691;;;-39;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-10;-0,00411522633744843;-0,0576131687242802;;;-38;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-8;-0,00411522633744843;-0,0164609053497946;;;-37;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-6;0,0370370370370368;-0,0164609053497946;;;-36;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-4;0,407407407407407;-0,0576131687242802;;;-35;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;-2;1,27160493827161;-0,0576131687242802;;;-34;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;0;2,1358024691358;0,024691358024691;;;-33;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;2,67078189300412;0,148148148148148;;;-32;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;2,87654320987654;0,0658436213991767;;;-31;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6;3;-0,0164609053497946;;;-30;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;8;2,95884773662551;0,024691358024691;;;-29;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;10;2,83539094650206;0,0658436213991767;;;-28;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;12;2,7119341563786;0,024691358024691;;;-27;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;14;2,62962962962963;0,024691358024691;;;-26;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;16;2,58847736625514;0,024691358024691;;;-25;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;18;2,62962962962963;-0,0576131687242802;;;-24;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;20;2,7119341563786;-0,0987654320987659;;;-23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;22;2,75308641975309;-0,0576131687242802;;;-22;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;24;2,75308641975309;0,024691358024691;;;-21;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;26;2,75308641975309;0,0658436213991767;;;-20;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;28;2,7119341563786;0,024691358024691;;;-19;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;30;2,75308641975309;-0,0164609053497946;;;-18;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;32;2,7119341563786;-0,0576131687242802;;;-17;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;34;2,62962962962963;-0,0576131687242802;;;-16;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;36;2,67078189300412;-0,0164609053497946;;;-15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;38;2,7119341563786;0,024691358024691;;;-14;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;40;2,79423868312757;0,0658436213991767;;;-13;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;42;2,75308641975309;0,024691358024691;;;-12;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;44;2,67078189300412;-0,0164609053497946;;;-11;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;46;2,67078189300412;-0,0576131687242802;;;-10;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;48;2,67078189300412;-0,0164609053497946;;;-9;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;50;2,75308641975309;-0,0164609053497946;;;-8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;52;2,75308641975309;0,024691358024691;;;-7;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;54;2,75308641975309;-0,0164609053497946;;;-6;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;56;2,67078189300412;-0,0164609053497946;;;-5;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;58;2,67078189300412;-0,0164609053497946;;;-4;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;60;2,7119341563786;0,024691358024691;;;-3;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;62;2,75308641975309;-0,0164609053497946;;;-2;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;64;2,7119341563786;-0,0164609053497946;;;-1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;66;2,7119341563786;-0,0164609053497946;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;68;2,67078189300412;-0,0164609053497946;;;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;70;2,7119341563786;0,024691358024691;;;2;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;72;2,75308641975309;0,024691358024691;;;3;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;74;2,75308641975309;-0,0164609053497946;;;4;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;76;2,7119341563786;-0,0164609053497946;;;5;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;78;2,67078189300412;-0,0164609053497946;;;6;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;80;2,67078189300412;-0,0164609053497946;;;7;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;82;2,7119341563786;-0,0164609053497946;;;8;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;84;2,75308641975309;-0,0164609053497946;;;9;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;86;2,75308641975309;-0,0164609053497946;;;10;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;88;2,7119341563786;-0,0164609053497946;;;11;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;90;2,67078189300412;-0,0164609053497946;;;12;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;92;2,7119341563786;-0,0164609053497946;;;13;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;94;2,75308641975309;-0,0164609053497946;;;14;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;96;2,75308641975309;-0,0164609053497946;;;15;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;98;2,75308641975309;-0,0164609053497946;;;16;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;100;2,7119341563786;-0,0164609053497946;;;17;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;102;2,67078189300412;-0,0164609053497946;;;18;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;104;2,7119341563786;-0,0164609053497946;;;19;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;106;2,75308641975309;-0,0164609053497946;;;20;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;108;2,75308641975309;-0,0164609053497946;;;21;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;110;2,7119341563786;-0,0164609053497946;;;22;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;112;2,7119341563786;-0,0164609053497946;;;23;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;114;2,7119341563786;-0,0164609053497946;;;24;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;116;2,75308641975309;-0,0164609053497946;;;25;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;118;2,75308641975309;-0,0164609053497946;;;26;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;120;2,7119341563786;-0,0164609053497946;;;27;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;122;2,67078189300412;-0,0164609053497946;;;28;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;124;2,7119341563786;-0,0164609053497946;;;29;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;126;2,75308641975309;-0,0164609053497946;;;30;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;128;2,75308641975309;-0,0164609053497946;;;31;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;130;2,75308641975309;-0,0164609053497946;;;32;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;132;2,7119341563786;-0,0164609053497946;;;33;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;134;2,7119341563786;-0,0164609053497946;;;34;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;136;2,7119341563786;-0,0164609053497946;;;35;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;138;2,75308641975309;-0,0164609053497946;;;36;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;140;2,75308641975309;-0,0164609053497946;;;37;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;142;2,7119341563786;-0,0164609053497946;;;38;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;144;2,7119341563786;-0,0164609053497946;;;39;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;146;2,7119341563786;-0,0164609053497946;;;40;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;148;2,7119341563786;-0,0164609053497946;;;41;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;150;2,75308641975309;-0,0164609053497946;;;42;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;152;2,7119341563786;-0,0164609053497946;;;43;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;154;2,7119341563786;-0,0164609053497946;;;44;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;156;2,7119341563786;-0,0164609053497946;;;45;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;158;2,7119341563786;-0,0164609053497946;;;46;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;160;2,7119341563786;0,024691358024691;;;47;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;162;2,75308641975309;-0,0164609053497946;;;48;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;164;2,7119341563786;-0,0164609053497946;;;49;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;166;2,7119341563786;-0,0164609053497946;;;50;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;168;2,7119341563786;-0,0164609053497946;;;51;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;170;2,7119341563786;-0,0164609053497946;;;52;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;172;2,7119341563786;-0,0164609053497946;;;53;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;174;2,75308641975309;-0,0164609053497946;;;54;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;176;2,7119341563786;0,189300411522634;;;55;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;178;2,62962962962963;0,847736625514403;;;56;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;180;2,7119341563786;1,67078189300412;;;57;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;182;2,79423868312757;2,2880658436214;;;58;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;184;2,75308641975309;2,69958847736626;;;59;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;186;2,7119341563786;2,98765432098765;;;60;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;188;2,79423868312757;3,06995884773663;;;61;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;190;2,83539094650206;3,06995884773663;;;62;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;192;2,79423868312757;3,11111111111111;;;63;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;194;2,7119341563786;3,19341563786008;;;64;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;196;2,7119341563786;3,19341563786008;;;65;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;198;2,7119341563786;3,19341563786008;;;66;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;200;2,67078189300412;3,19341563786008;;;67;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;202;2,7119341563786;3,19341563786008;;;68;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;204;2,75308641975309;3,19341563786008;;;69;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;206;2,75308641975309;3,19341563786008;;;70;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;208;2,7119341563786;3,19341563786008;;;71;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;210;2,7119341563786;3,19341563786008;;;72;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;212;2,7119341563786;3,19341563786008;;;73;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;214;2,7119341563786;3,19341563786008;;;74;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;216;2,7119341563786;3,19341563786008;;;75;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;218;2,75308641975309;3,19341563786008;;;76;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;220;2,75308641975309;3,19341563786008;;;77;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;222;2,75308641975309;3,19341563786008;;;78;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;224;2,7119341563786;3,23456790123457;;;79;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;226;2,7119341563786;3,19341563786008;;;80;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;228;2,7119341563786;3,19341563786008;;;81;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;230;2,75308641975309;3,1522633744856;;;82;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;232;2,75308641975309;3,19341563786008;;;83;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;234;2,75308641975309;3,19341563786008;;;84;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;236;2,7119341563786;3,19341563786008;;;85;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;238;2,7119341563786;3,19341563786008;;;86;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;240;2,75308641975309;3,19341563786008;;;87;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;242;2,75308641975309;3,1522633744856;;;88;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;244;2,7119341563786;3,19341563786008;;;89;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;246;2,7119341563786;3,1522633744856;;;90;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;248;2,67078189300412;3,19341563786008;;;91;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;250;2,75308641975309;3,19341563786008;;;92;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;252;2,75308641975309;3,19341563786008;;;93;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;254;2,75308641975309;3,19341563786008;;;94;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;95;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;96;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;97;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;98;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;99;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;100;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;101;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;102;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;103;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;104;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;105;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;106;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
