Time,Channel A,Channel B
(ns),(V),(V)

-102.92227650,0.00230684,0.00000000
-102.42227652,0.00322958,0.00000000
-101.92227653,0.00153789,0.00000000
-101.42227655,0.00030758,0.00000000
-100.92227656,0.00000000,0.00000000
-100.42227658,0.00000000,0.00000000
-99.92227659,0.00000000,0.00000000
-99.42227660,0.00000000,0.00000000
-98.92227662,0.00030758,0.00000000
-98.42227663,0.00153789,0.00000000
-97.92227665,0.00322958,0.00000000
-97.42227666,0.00230684,0.00000000
-96.92227667,-0.00384473,0.00000000
-96.42227669,-0.01537894,0.00000000
-95.92227670,-0.02891240,0.00000000
-95.42227672,-0.03783219,0.00000000
-94.92227673,-0.03783219,0.00000000
-94.42227674,-0.02891240,0.00000000
-93.92227676,-0.01537894,0.00000000
-93.42227677,-0.00384473,0.00000000
-92.92227679,0.00230684,0.00000000
-92.42227680,0.00322958,0.00000000
-91.92227682,0.00153789,0.00000000
-91.42227683,0.00030758,0.00000000
-90.92227684,0.00000000,0.00000000
-90.42227686,0.00000000,0.00000000
-89.92227687,0.00000000,0.00000000
-89.42227689,0.00000000,0.00000000
-88.92227690,0.00030758,0.00000000
-88.42227691,0.00153789,0.00000000
-87.92227693,0.00322958,0.00000000
-87.42227694,0.00230684,0.00000000
-86.92227696,-0.00384473,0.00000000
-86.42227697,-0.01537894,0.00000000
-85.92227699,-0.02891240,0.00000000
-85.42227700,-0.03798597,0.00000000
-84.92227701,-0.03767840,0.00000000
-84.42227703,-0.02722072,0.00000000
-83.92227704,-0.01230315,0.00000000
-83.42227706,-0.00153789,0.00000000
-82.92227707,-0.00153789,0.00000000
-82.42227708,-0.01230315,0.00000000
-81.92227710,-0.02722072,0.00000000
-81.42227711,-0.03767840,0.00000000
-80.92227713,-0.03798597,0.00000000
-80.42227714,-0.02891240,0.00000000
-79.92227715,-0.01537894,0.00000000
-79.42227717,-0.00384473,0.00000000
-78.92227718,0.00230684,0.00000000
-78.42227720,0.00322958,0.00000000
-77.92227721,0.00153789,0.00000000
-77.42227723,0.00030758,0.00000000
-76.92227724,0.00000000,0.00000000
-76.42227725,0.00000000,0.00000000
-75.92227727,0.00000000,0.00000000
-75.42227728,0.00000000,0.00000000
-74.92227730,0.00000000,0.00000000
-74.42227731,0.00000000,0.00000000
-73.92227732,0.00000000,0.00000000
-73.42227734,0.00000000,0.00000000
-72.92227735,0.00000000,0.00000000
-72.42227737,0.00000000,0.00000000
-71.92227738,0.00000000,0.00000000
-71.42227740,0.00000000,0.00000000
-70.92227741,0.00000000,0.00000000
-70.42227742,0.00000000,0.00000000
-69.92227744,0.00000000,0.00000000
-69.42227745,0.00000000,0.00000000
-68.92227747,0.00000000,0.00000000
-68.42227748,0.00000000,0.00000000
-67.92227749,0.00000000,0.00000000
-67.42227751,0.00000000,0.00000000
-66.92227752,0.00000000,0.00000000
-66.42227754,0.00000000,0.00000000
-65.92227755,0.00000000,0.00000000
-65.42227756,0.00000000,0.00000000
-64.92227758,0.00000000,0.00000000
-64.42227759,0.00000000,0.00000000
-63.92227761,0.00000000,0.00000000
-63.42227762,0.00000000,0.00000000
-62.92227764,0.00000000,0.00000000
-62.42227765,0.00000000,0.00000000
-61.92227766,0.00000000,0.00000000
-61.42227768,0.00000000,0.00000000
-60.92227769,0.00000000,0.00030758
-60.42227771,0.00000000,0.00153789
-59.92227772,0.00000000,0.00322958
-59.42227773,0.00000000,0.00230684
-58.92227775,0.00000000,-0.00384473
-58.42227776,0.00000000,-0.01537894
-57.92227778,0.00000000,-0.02891240
-57.42227779,0.00000000,-0.03783219
-56.92227781,0.00000000,-0.03783219
-56.42227782,0.00000000,-0.02891240
-55.92227783,0.00000000,-0.01537894
-55.42227785,0.00000000,-0.00384473
-54.92227786,0.00000000,0.00230684
-54.42227788,0.00000000,0.00322958
-53.92227789,0.00000000,0.00153789
-53.42227790,0.00000000,0.00030758
-52.92227792,0.00000000,0.00000000
-52.42227793,0.00000000,0.00000000
-51.92227795,0.00000000,0.00000000
-51.42227796,0.00000000,0.00000000
-50.92227798,0.00000000,0.00000000
-50.42227799,0.00000000,0.00000000
-49.92227800,0.00000000,0.00000000
-49.42227802,0.00000000,0.00000000
-48.92227803,0.00000000,0.00000000
-48.42227805,0.00000000,0.00000000
-47.92227806,0.00000000,0.00000000
-47.42227807,0.00000000,0.00000000
-46.92227809,0.00000000,0.00000000
-46.42227810,0.00000000,0.00000000
-45.92227812,0.00000000,0.00000000
-45.42227813,0.00000000,0.00000000
-44.92227814,0.00000000,0.00000000
-44.42227816,0.00000000,0.00000000
-43.92227817,0.00000000,0.00000000
-43.42227819,0.00000000,0.00000000
-42.92227820,0.00000000,0.00000000
-42.42227822,0.00000000,0.00000000
-41.92227823,0.00000000,0.00000000
-41.42227824,0.00000000,0.00000000
-40.92227826,0.00000000,0.00000000
-40.42227827,0.00000000,0.00000000
-39.92227829,0.00000000,0.00000000
-39.42227830,0.00000000,0.00000000
-38.92227831,0.00000000,0.00000000
-38.42227833,0.00000000,0.00000000
-37.92227834,0.00000000,0.00000000
-37.42227836,0.00000000,0.00000000
-36.92227837,0.00000000,0.00000000
-36.42227839,0.00000000,0.00000000
-35.92227840,0.00000000,0.00000000
-35.42227841,0.00000000,0.00000000
-34.92227843,0.00000000,0.00000000
-34.42227844,0.00000000,0.00000000
-33.92227846,0.00000000,0.00000000
-33.42227847,0.00000000,0.00000000
-32.92227848,0.00000000,0.00000000
-32.42227850,0.00000000,0.00000000
-31.92227851,0.00000000,0.00000000
-31.42227853,0.00000000,0.00000000
-30.92227854,0.00000000,0.00000000
-30.42227855,0.00000000,0.00000000
-29.92227857,0.00000000,0.00000000
-29.42227858,0.00000000,0.00000000
-28.92227860,0.00000000,0.00000000
-28.42227861,0.00000000,0.00000000
-27.92227863,0.00000000,0.00000000
-27.42227864,0.00000000,0.00000000
-26.92227865,0.00000000,0.00000000
-26.42227867,0.00000000,0.00000000
-25.92227868,0.00000000,0.00000000
-25.42227870,0.00000000,0.00000000
-24.92227871,0.00000000,0.00000000
-24.42227872,0.00000000,0.00000000
-23.92227874,0.00000000,0.00000000
-23.42227875,0.00000000,0.00000000
-22.92227877,0.00030758,0.00000000
-22.42227878,0.00153789,0.00000000
-21.92227880,0.00322958,0.00000000
-21.42227881,0.00230684,0.00000000
-20.92227882,-0.00353716,0.00000000
-20.42227884,-0.01384104,0.00000000
-19.92227885,-0.02568282,0.00000000
-19.42227887,-0.03552534,0.00000000
-18.92227888,-0.04167692,0.00000000
-18.42227889,-0.04429134,0.00000000
-17.92227891,-0.04429134,0.00000000
-17.42227892,-0.04167692,0.00000000
-16.92227894,-0.03552534,0.00000000
-16.42227895,-0.02568282,0.00000000
-15.92227896,-0.01384104,0.00000000
-15.42227898,-0.00353716,0.00000000
-14.92227899,0.00230684,0.00000000
-14.42227901,0.00322958,0.00000000
-13.92227902,0.00153789,0.00000000
-13.42227904,0.00030758,0.00000000
-12.92227905,0.00000000,0.00000000
-12.42227906,0.00000000,0.00000000
-11.92227908,0.00000000,0.00000000
-11.42227909,0.00000000,0.00000000
-10.92227911,0.00000000,0.00000000
-10.42227912,0.00000000,0.00000000
-9.92227913,0.00000000,0.00000000
-9.42227915,0.00000000,0.00000000
-8.92227916,0.00000000,0.00000000
-8.42227918,0.00000000,0.00000000
-7.92227919,0.00000000,0.00000000
-7.42227921,0.00015379,0.00000000
-6.92227922,-0.00046137,0.00000000
-6.42227923,-0.00322958,0.00000000
-5.92227925,-0.00630536,0.00000000
-5.42227926,-0.00276821,0.00000000
-4.92227928,-0.00061516,0.00030758
-4.42227929,-0.01891609,0.00153789
-3.92227930,-0.04029281,0.00322958
-3.42227932,0.00907357,0.00230684
-2.92227933,0.17439710,-0.00415231
-2.42227935,0.41784570,-0.01707062
-1.92227936,0.69143700,-0.03198819
-1.42227937,1.01823900,-0.03998524
-0.92227939,1.42685800,-0.03521777
-0.42227940,1.87715300,-0.01983883
0.07772058,2.30730200,0.00076895
0.57772057,2.70669300,0.02506767
1.07772055,3.07609500,0.05444144
1.57772054,3.38029000,0.08735236
2.07772053,3.58821400,0.11980190
2.57772051,3.71647400,0.14640750
3.07772050,3.78214200,0.16470840
3.57772048,3.76261100,0.17562750
4.07772047,3.64357800,0.17870320
4.57772046,3.47963800,0.16870690
5.07772044,3.34199700,0.13917940
5.57772043,3.23003800,0.09058194
6.07772041,3.09055100,0.03291092
6.57772040,2.92691900,-0.01906988
7.07772038,2.80419500,-0.05474902
7.57772037,2.73898900,-0.07397269
8.07772036,2.67378200,-0.08273868
8.57772034,2.58443000,-0.08289247
