Time,Channel A,Channel B
(ns),(V),(V)

-102.72258250,0.00000000,0.00000000
-102.22258252,0.00000000,0.00000000
-101.72258253,0.00000000,0.00000000
-101.22258255,0.00000000,0.00000000
-100.72258256,0.00000000,0.00000000
-100.22258258,0.00000000,0.00000000
-99.72258259,0.00000000,0.00000000
-99.22258260,0.00000000,0.00000000
-98.72258262,0.00000000,0.00000000
-98.22258263,0.00000000,0.00000000
-97.72258265,0.00000000,0.00000000
-97.22258266,0.00000000,0.00000000
-96.72258267,0.00000000,0.00000000
-96.22258269,0.00000000,0.00000000
-95.72258270,0.00000000,0.00000000
-95.22258272,0.00000000,0.00000000
-94.72258273,0.00030758,0.00000000
-94.22258274,0.00153789,0.00000000
-93.72258276,0.00322958,0.00000000
-93.22258277,0.00230684,0.00000000
-92.72258279,-0.00384473,0.00000000
-92.22258280,-0.01537894,0.00000000
-91.72258282,-0.02891240,0.00000000
-91.22258283,-0.03783219,0.00000000
-90.72258284,-0.03783219,0.00030758
-90.22258286,-0.02891240,0.00153789
-89.72258287,-0.01537894,0.00322958
-89.22258289,-0.00384473,0.00230684
-88.72258290,0.00230684,-0.00384473
-88.22258291,0.00322958,-0.01537894
-87.72258293,0.00153789,-0.02891240
-87.22258294,0.00030758,-0.03783219
-86.72258296,0.00000000,-0.03783219
-86.22258297,0.00000000,-0.02891240
-85.72258299,0.00000000,-0.01537894
-85.22258300,0.00000000,-0.00384473
-84.72258301,0.00000000,0.00230684
-84.22258303,0.00000000,0.00322958
-83.72258304,0.00000000,0.00153789
-83.22258306,0.00000000,0.00030758
-82.72258307,0.00000000,0.00000000
-82.22258308,0.00000000,0.00000000
-81.72258310,0.00000000,0.00000000
-81.22258311,0.00000000,0.00000000
-80.72258313,0.00000000,0.00000000
-80.22258314,0.00000000,0.00000000
-79.72258315,0.00000000,0.00000000
-79.22258317,0.00000000,0.00000000
-78.72258318,0.00000000,0.00000000
-78.22258320,0.00000000,0.00000000
-77.72258321,0.00000000,0.00000000
-77.22258323,0.00000000,0.00000000
-76.72258324,0.00000000,0.00000000
-76.22258325,0.00000000,0.00000000
-75.72258327,0.00000000,0.00000000
-75.22258328,0.00000000,0.00000000
-74.72258330,0.00000000,0.00000000
-74.22258331,0.00000000,0.00000000
-73.72258332,0.00000000,0.00000000
-73.22258334,0.00000000,0.00000000
-72.72258335,0.00000000,0.00000000
-72.22258337,0.00000000,0.00000000
-71.72258338,0.00000000,0.00000000
-71.22258340,0.00000000,0.00000000
-70.72258341,0.00000000,0.00000000
-70.22258342,0.00000000,0.00000000
-69.72258344,0.00000000,0.00000000
-69.22258345,0.00000000,0.00000000
-68.72258347,0.00000000,0.00000000
-68.22258348,0.00000000,0.00000000
-67.72258349,0.00000000,0.00000000
-67.22258351,0.00000000,0.00000000
-66.72258352,0.00000000,0.00030758
-66.22258354,0.00000000,0.00153789
-65.72258355,0.00000000,0.00322958
-65.22258356,0.00000000,0.00230684
-64.72258358,0.00000000,-0.00384473
-64.22258359,0.00000000,-0.01537894
-63.72258361,0.00000000,-0.02891240
-63.22258362,0.00000000,-0.03783219
-62.72258364,0.00030758,-0.03783219
-62.22258365,0.00153789,-0.02891240
-61.72258366,0.00322958,-0.01537894
-61.22258368,0.00230684,-0.00384473
-60.72258369,-0.00384473,0.00230684
-60.22258371,-0.01537894,0.00322958
-59.72258372,-0.02891240,0.00153789
-59.22258373,-0.03798597,0.00030758
-58.72258375,-0.03767840,0.00000000
-58.22258376,-0.02722072,0.00000000
-57.72258378,-0.01230315,0.00000000
-57.22258379,-0.00153789,0.00000000
-56.72258381,-0.00153789,0.00000000
-56.22258382,-0.01230315,0.00000000
-55.72258383,-0.02722072,0.00000000
-55.22258385,-0.03767840,0.00000000
-54.72258386,-0.03798597,0.00000000
-54.22258388,-0.02891240,0.00000000
-53.72258389,-0.01537894,0.00000000
-53.22258390,-0.00384473,0.00000000
-52.72258392,0.00230684,0.00000000
-52.22258393,0.00322958,0.00000000
-51.72258395,0.00153789,0.00000000
-51.22258396,0.00015379,0.00000000
-50.72258398,0.00015379,0.00000000
-50.22258399,0.00153789,0.00000000
-49.72258400,0.00322958,0.00000000
-49.22258402,0.00230684,0.00000000
-48.72258403,-0.00384473,0.00000000
-48.22258405,-0.01537894,0.00000000
-47.72258406,-0.02891240,0.00000000
-47.22258407,-0.03798597,0.00000000
-46.72258409,-0.03767840,0.00030758
-46.22258410,-0.02722072,0.00153789
-45.72258412,-0.01230315,0.00322958
-45.22258413,-0.00153789,0.00230684
-44.72258414,-0.00153789,-0.00384473
-44.22258416,-0.01230315,-0.01537894
-43.72258417,-0.02722072,-0.02891240
-43.22258419,-0.03767840,-0.03783219
-42.72258420,-0.03798597,-0.03783219
-42.22258422,-0.02891240,-0.02891240
-41.72258423,-0.01537894,-0.01537894
-41.22258424,-0.00384473,-0.00384473
-40.72258426,0.00230684,0.00230684
-40.22258427,0.00322958,0.00322958
-39.72258429,0.00153789,0.00153789
-39.22258430,0.00030758,0.00030758
-38.72258431,0.00000000,0.00000000
-38.22258433,0.00000000,0.00000000
-37.72258434,0.00000000,0.00000000
-37.22258436,0.00000000,0.00000000
-36.72258437,0.00000000,0.00000000
-36.22258439,0.00000000,0.00000000
-35.72258440,0.00000000,0.00000000
-35.22258441,0.00000000,0.00000000
-34.72258443,0.00000000,0.00030758
-34.22258444,0.00000000,0.00153789
-33.72258446,0.00000000,0.00322958
-33.22258447,0.00000000,0.00230684
-32.72258448,0.00000000,-0.00384473
-32.22258450,0.00000000,-0.01537894
-31.72258451,0.00000000,-0.02891240
-31.22258453,0.00000000,-0.03783219
-30.72258454,0.00000000,-0.03783219
-30.22258455,0.00000000,-0.02891240
-29.72258457,0.00000000,-0.01537894
-29.22258458,0.00000000,-0.00384473
-28.72258460,0.00000000,0.00230684
-28.22258461,0.00000000,0.00322958
-27.72258463,0.00000000,0.00153789
-27.22258464,0.00000000,0.00030758
-26.72258465,0.00000000,0.00000000
-26.22258467,0.00000000,0.00000000
-25.72258468,0.00000000,0.00000000
-25.22258470,0.00000000,0.00000000
-24.72258471,0.00000000,0.00000000
-24.22258472,0.00000000,0.00000000
-23.72258474,0.00000000,0.00000000
-23.22258475,0.00000000,0.00000000
-22.72258477,0.00030758,0.00000000
-22.22258478,0.00153789,0.00000000
-21.72258480,0.00322958,0.00000000
-21.22258481,0.00230684,0.00000000
-20.72258482,-0.00384473,0.00000000
-20.22258484,-0.01537894,0.00000000
-19.72258485,-0.02891240,0.00000000
-19.22258487,-0.03783219,0.00000000
-18.72258488,-0.03783219,0.00000000
-18.22258489,-0.02891240,0.00000000
-17.72258491,-0.01537894,0.00000000
-17.22258492,-0.00384473,0.00000000
-16.72258494,0.00230684,0.00000000
-16.22258495,0.00322958,0.00000000
-15.72258496,0.00153789,0.00000000
-15.22258498,0.00030758,0.00000000
-14.72258499,0.00000000,0.00000000
-14.22258501,0.00000000,0.00000000
-13.72258502,0.00000000,0.00000000
-13.22258504,0.00000000,0.00000000
-12.72258505,0.00000000,0.00000000
-12.22258506,0.00000000,0.00000000
-11.72258508,0.00000000,0.00000000
-11.22258509,0.00000000,0.00000000
-10.72258511,0.00030758,0.00000000
-10.22258512,0.00153789,0.00000000
-9.72258513,0.00322958,0.00000000
-9.22258515,0.00230684,0.00000000
-8.72258516,-0.00384473,0.00000000
-8.22258518,-0.01537894,0.00000000
-7.72258519,-0.02891240,0.00000000
-7.22258521,-0.03783219,0.00000000
-6.72258522,-0.03844734,0.00000000
-6.22258523,-0.03198819,0.00000000
-5.72258525,-0.02183809,0.00000000
-5.22258526,-0.00630536,0.00000000
-4.72258528,0.00076895,0.00000000
-4.22258529,-0.02045399,0.00000000
-3.72258530,-0.04813607,0.00000000
-3.22258532,0.00276821,0.00000000
-2.72258533,0.18439350,0.00000000
-2.22258535,0.45613930,0.00000000
-1.72258536,0.76218010,0.00000000
-1.22258537,1.12035600,0.00015379
-0.72258539,1.55957800,-0.00076895
-0.22258540,2.04093900,-0.00476747
0.27741458,2.49784700,-0.00953494
0.77741457,2.90754200,-0.00676673
1.27741455,3.25895000,0.01061147
1.77741454,3.51670100,0.04152313
2.27741453,3.66372400,0.07704847
2.77741451,3.73692800,0.10672980
3.27741450,3.76722400,0.12533830
3.77741448,3.73292900,0.13456570
4.27741447,3.60989800,0.13610360
4.77741446,3.44257500,0.12733760
5.27741444,3.30078100,0.10350020
5.77741443,3.18728500,0.06489912
6.27741441,3.04948900,0.01906988
6.77741440,2.88754900,-0.02260704
7.27741438,2.76482500,-0.05244217
7.77741437,2.69792700,-0.07089690
